Group,DOY,Lat,Region2,LatGrouping_by10,LatGrouping_by5
captive,185,61.7202,Canis lupus lupus,60-70.,60-65.
captive,186,61.7202,Canis lupus lupus,60-70.,60-65.
captive,186,61.7202,Canis lupus lupus,60-70.,60-65.
captive,187,61.7202,Canis lupus lupus,60-70.,60-65.
captive,188,61.7202,Canis lupus lupus,60-70.,60-65.
captive,189,61.7202,Canis lupus lupus,60-70.,60-65.
captive,189,61.7202,Canis lupus lupus,60-70.,60-65.
captive,190,61.7202,Canis lupus lupus,60-70.,60-65.
captive,190,61.7202,Canis lupus lupus,60-70.,60-65.
captive,191,61.7202,Canis lupus lupus,60-70.,60-65.
captive,194,61.7202,Canis lupus lupus,60-70.,60-65.
captive,194,61.7202,Canis lupus lupus,60-70.,60-65.
captive,197,61.7202,Canis lupus lupus,60-70.,60-65.
captive,197,61.7202,Canis lupus lupus,60-70.,60-65.
captive,198,61.7202,Canis lupus lupus,60-70.,60-65.
captive,200,61.7202,Canis lupus lupus,60-70.,60-65.
captive,201,61.7202,Canis lupus lupus,60-70.,60-65.
captive,202,61.7202,Canis lupus lupus,60-70.,60-65.
captive,208,61.7202,Canis lupus lupus,60-70.,60-65.
captive,221,61.7202,Canis lupus lupus,60-70.,60-65.
wild ,201,61.756,Europe,60-70.,60-65.
wild ,197,62.408363,NorthAmerica,60-70.,60-65.
wild ,192,62.408363,NorthAmerica,60-70.,60-65.
wild ,201,62.408363,NorthAmerica,60-70.,60-65.
wild ,194,62.408363,NorthAmerica,60-70.,60-65.
wild ,158,62.408363,NorthAmerica,60-70.,60-65.
wild ,175,62.408363,NorthAmerica,60-70.,60-65.
wild ,191,62.408363,NorthAmerica,60-70.,60-65.
wild ,175,62.408363,NorthAmerica,60-70.,60-65.
wild ,184,62.408363,NorthAmerica,60-70.,60-65.
wild ,174,62.408363,NorthAmerica,60-70.,60-65.
captive,191,62.53499,Canis lupus lupus,60-70.,60-65.
captive,195,62.53499,Canis lupus lupus,60-70.,60-65.
captive,197,62.53499,Canis lupus lupus,60-70.,60-65.
captive,197,62.53499,Canis lupus lupus,60-70.,60-65.
captive,198,62.53499,Canis lupus lupus,60-70.,60-65.
captive,198,62.53499,Canis lupus lupus,60-70.,60-65.
captive,199,62.53499,Canis lupus lupus,60-70.,60-65.
captive,200,62.53499,Canis lupus lupus,60-70.,60-65.
captive,200,62.53499,Canis lupus lupus,60-70.,60-65.
captive,200,62.53499,Canis lupus lupus,60-70.,60-65.
captive,200,62.53499,Canis lupus lupus,60-70.,60-65.
captive,201,62.53499,Canis lupus lupus,60-70.,60-65.
captive,201,62.53499,Canis lupus lupus,60-70.,60-65.
captive,201,62.53499,Canis lupus lupus,60-70.,60-65.
captive,202,62.53499,Canis lupus lupus,60-70.,60-65.
captive,204,62.53499,Canis lupus lupus,60-70.,60-65.
captive,204,62.53499,Canis lupus lupus,60-70.,60-65.
captive,204,62.53499,Canis lupus lupus,60-70.,60-65.
captive,208,62.53499,Canis lupus lupus,60-70.,60-65.
captive,208,62.53499,Canis lupus lupus,60-70.,60-65.
captive,211,62.53499,Canis lupus lupus,60-70.,60-65.
captive,221,62.53499,Canis lupus lupus,60-70.,60-65.
wild ,189,63.6352304,NorthAmerica,60-70.,60-65.
wild ,157,63.6352304,NorthAmerica,60-70.,60-65.
wild ,191,63.6352304,NorthAmerica,60-70.,60-65.
wild ,199,63.6352304,NorthAmerica,60-70.,60-65.
wild ,185,63.6352304,NorthAmerica,60-70.,60-65.
wild ,166,63.6352304,NorthAmerica,60-70.,60-65.
wild ,183,63.6352304,NorthAmerica,60-70.,60-65.
wild ,195,63.6352304,NorthAmerica,60-70.,60-65.
wild ,198,63.6352304,NorthAmerica,60-70.,60-65.
wild ,168,63.6352304,NorthAmerica,60-70.,60-65.
wild ,195,63.6352304,NorthAmerica,60-70.,60-65.
wild ,195,63.6352304,NorthAmerica,60-70.,60-65.
wild ,185,63.6352304,NorthAmerica,60-70.,60-65.
wild ,189,63.6352304,NorthAmerica,60-70.,60-65.
wild ,198,63.6352304,NorthAmerica,60-70.,60-65.
wild ,189,63.6352304,NorthAmerica,60-70.,60-65.
wild ,181,63.6352304,NorthAmerica,60-70.,60-65.
wild ,157,63.6352304,NorthAmerica,60-70.,60-65.
wild ,140,63.6352304,NorthAmerica,60-70.,60-65.
wild ,195,63.6352304,NorthAmerica,60-70.,60-65.
wild ,187,63.6352304,NorthAmerica,60-70.,60-65.
wild ,184,63.6352304,NorthAmerica,60-70.,60-65.
wild ,187,63.6352304,NorthAmerica,60-70.,60-65.
wild ,132,63.6352304,NorthAmerica,60-70.,60-65.
wild ,183,63.6352304,NorthAmerica,60-70.,60-65.
wild ,199,63.6352304,NorthAmerica,60-70.,60-65.
wild ,197,63.6352304,NorthAmerica,60-70.,60-65.
wild ,193,63.6352304,NorthAmerica,60-70.,60-65.
wild ,174,63.6352304,NorthAmerica,60-70.,60-65.
wild ,182,63.6352304,NorthAmerica,60-70.,60-65.
wild ,201,63.6352304,NorthAmerica,60-70.,60-65.
wild ,175,63.6352304,NorthAmerica,60-70.,60-65.
wild ,181,63.6352304,NorthAmerica,60-70.,60-65.
wild ,186,63.6352304,NorthAmerica,60-70.,60-65.
wild ,199,63.6352304,NorthAmerica,60-70.,60-65.
wild ,195,63.6352304,NorthAmerica,60-70.,60-65.
wild ,190,63.6352304,NorthAmerica,60-70.,60-65.
wild ,155,63.6352304,NorthAmerica,60-70.,60-65.
wild ,141,63.6352304,NorthAmerica,60-70.,60-65.
wild ,165,63.6352304,NorthAmerica,60-70.,60-65.
wild ,184,63.6352304,NorthAmerica,60-70.,60-65.
wild ,197,63.6352304,NorthAmerica,60-70.,60-65.
wild ,191,63.6352304,NorthAmerica,60-70.,60-65.
wild ,202,63.6352304,NorthAmerica,60-70.,60-65.
wild ,193,63.6352304,NorthAmerica,60-70.,60-65.
wild ,196,63.6352304,NorthAmerica,60-70.,60-65.
wild ,187,63.6352304,NorthAmerica,60-70.,60-65.
wild ,180,63.6352304,NorthAmerica,60-70.,60-65.
wild ,187,63.6352304,NorthAmerica,60-70.,60-65.
wild ,146,63.6352304,NorthAmerica,60-70.,60-65.
wild ,178,63.6352304,NorthAmerica,60-70.,60-65.
wild ,198,63.6352304,NorthAmerica,60-70.,60-65.
wild ,194,63.6352304,NorthAmerica,60-70.,60-65.
wild ,186,63.6352304,NorthAmerica,60-70.,60-65.
wild ,194,63.6352304,NorthAmerica,60-70.,60-65.
wild ,186,63.6352304,NorthAmerica,60-70.,60-65.
wild ,178,63.6352304,NorthAmerica,60-70.,60-65.
wild ,186,63.6352304,NorthAmerica,60-70.,60-65.
wild ,220,63.6352304,NorthAmerica,60-70.,60-65.
wild ,194,63.6352304,NorthAmerica,60-70.,60-65.
wild ,168,63.6352304,NorthAmerica,60-70.,60-65.
wild ,182,63.6352304,NorthAmerica,60-70.,60-65.
wild ,177,63.6352304,NorthAmerica,60-70.,60-65.
wild ,178,63.6352304,NorthAmerica,60-70.,60-65.
wild ,153,63.6352304,NorthAmerica,60-70.,60-65.
wild ,187,63.6352304,NorthAmerica,60-70.,60-65.
wild ,172,63.6352304,NorthAmerica,60-70.,60-65.
wild ,179,63.6352304,NorthAmerica,60-70.,60-65.
wild ,179,63.6352304,NorthAmerica,60-70.,60-65.
wild ,200,63.6352304,NorthAmerica,60-70.,60-65.
wild ,184,63.6352304,NorthAmerica,60-70.,60-65.
wild ,197,63.6352304,NorthAmerica,60-70.,60-65.
wild ,190,63.6352304,NorthAmerica,60-70.,60-65.
wild ,190,63.6352304,NorthAmerica,60-70.,60-65.
wild ,198,63.6352304,NorthAmerica,60-70.,60-65.
wild ,195,63.6352304,NorthAmerica,60-70.,60-65.
wild ,193,63.6352304,NorthAmerica,60-70.,60-65.
wild ,188,63.6352304,NorthAmerica,60-70.,60-65.
wild ,187,63.6352304,NorthAmerica,60-70.,60-65.
wild ,201,63.6352304,NorthAmerica,60-70.,60-65.
wild ,191,63.6352304,NorthAmerica,60-70.,60-65.
wild ,193,63.6352304,NorthAmerica,60-70.,60-65.
wild ,208,63.6352304,NorthAmerica,60-70.,60-65.
wild ,197,63.6352304,NorthAmerica,60-70.,60-65.
wild ,192,63.6352304,NorthAmerica,60-70.,60-65.
captive,186,64.58456,Canis lupus lupus,60-70.,60-65.
captive,187,64.58456,Canis lupus lupus,60-70.,60-65.
captive,187,64.58456,Canis lupus lupus,60-70.,60-65.
captive,188,64.58456,Canis lupus lupus,60-70.,60-65.
captive,189,64.58456,Canis lupus lupus,60-70.,60-65.
captive,189,64.58456,Canis lupus lupus,60-70.,60-65.
captive,190,64.58456,Canis lupus lupus,60-70.,60-65.
captive,190,64.58456,Canis lupus lupus,60-70.,60-65.
captive,191,64.58456,Canis lupus lupus,60-70.,60-65.
captive,192,64.58456,Canis lupus lupus,60-70.,60-65.
captive,192,64.58456,Canis lupus lupus,60-70.,60-65.
captive,194,64.58456,Canis lupus lupus,60-70.,60-65.
captive,194,64.58456,Canis lupus lupus,60-70.,60-65.
captive,196,64.58456,Canis lupus lupus,60-70.,60-65.
captive,196,64.58456,Canis lupus lupus,60-70.,60-65.
captive,196,64.58456,Canis lupus lupus,60-70.,60-65.
captive,197,64.58456,Canis lupus lupus,60-70.,60-65.
captive,197,64.58456,Canis lupus lupus,60-70.,60-65.
captive,200,64.58456,Canis lupus lupus,60-70.,60-65.
captive,203,64.58456,Canis lupus lupus,60-70.,60-65.
captive,204,64.58456,Canis lupus lupus,60-70.,60-65.
captive,205,64.58456,Canis lupus lupus,60-70.,60-65.
captive,209,64.58456,Canis lupus lupus,60-70.,60-65.
captive,210,64.58456,Canis lupus lupus,60-70.,60-65.
captive,210,64.58456,Canis lupus lupus,60-70.,60-65.
captive,212,64.58456,Canis lupus lupus,60-70.,60-65.
captive,212,64.58456,Canis lupus lupus,60-70.,60-65.
captive,213,64.58456,Canis lupus lupus,60-70.,60-65.
captive,217,64.58456,Canis lupus lupus,60-70.,60-65.
captive,25,64.58456,Canis lupus lupus,60-70.,60-65.
captive,184,64.80941,Canis lupus lupus,60-70.,60-65.
captive,190,64.80941,Canis lupus lupus,60-70.,60-65.
captive,193,64.80941,Canis lupus lupus,60-70.,60-65.
captive,197,64.80941,Canis lupus lupus,60-70.,60-65.
captive,198,64.80941,Canis lupus lupus,60-70.,60-65.
wild ,197,65.046937,NorthAmerica,60-70.,65-70.
wild ,176,65.046937,NorthAmerica,60-70.,65-70.
wild ,189,65.046937,NorthAmerica,60-70.,65-70.
wild ,190,65.046937,NorthAmerica,60-70.,65-70.
wild ,194,65.046937,NorthAmerica,60-70.,65-70.
wild ,196,65.046937,NorthAmerica,60-70.,65-70.
wild ,201,65.046937,NorthAmerica,60-70.,65-70.
wild ,194,65.046937,NorthAmerica,60-70.,65-70.
wild ,189,65.046937,NorthAmerica,60-70.,65-70.
wild ,191,65.046937,NorthAmerica,60-70.,65-70.
wild ,188,65.046937,NorthAmerica,60-70.,65-70.
wild ,200,65.046937,NorthAmerica,60-70.,65-70.
wild ,191,65.046937,NorthAmerica,60-70.,65-70.
wild ,171,65.046937,NorthAmerica,60-70.,65-70.
wild ,199,65.046937,NorthAmerica,60-70.,65-70.
wild ,203,65.046937,NorthAmerica,60-70.,65-70.
wild ,199,65.046937,NorthAmerica,60-70.,65-70.
wild ,195,65.046937,NorthAmerica,60-70.,65-70.
wild ,195,65.046937,NorthAmerica,60-70.,65-70.
wild ,196,65.046937,NorthAmerica,60-70.,65-70.
wild ,188,65.046937,NorthAmerica,60-70.,65-70.
wild ,199,65.046937,NorthAmerica,60-70.,65-70.
wild ,185,65.046937,NorthAmerica,60-70.,65-70.
wild ,184,65.046937,NorthAmerica,60-70.,65-70.
wild ,188,65.046937,NorthAmerica,60-70.,65-70.
wild ,199,65.046937,NorthAmerica,60-70.,65-70.
wild ,190,65.046937,NorthAmerica,60-70.,65-70.
wild ,207,65.046937,NorthAmerica,60-70.,65-70.
wild ,187,65.046937,NorthAmerica,60-70.,65-70.
wild ,179,65.046937,NorthAmerica,60-70.,65-70.
wild ,187,65.046937,NorthAmerica,60-70.,65-70.
wild ,191,65.046937,NorthAmerica,60-70.,65-70.
wild ,180,65.046937,NorthAmerica,60-70.,65-70.
wild ,183,65.046937,NorthAmerica,60-70.,65-70.
wild ,190,65.046937,NorthAmerica,60-70.,65-70.
wild ,155,65.046937,NorthAmerica,60-70.,65-70.
wild ,197,65.046937,NorthAmerica,60-70.,65-70.
wild ,184,65.046937,NorthAmerica,60-70.,65-70.
wild ,188,65.046937,NorthAmerica,60-70.,65-70.
wild ,187,65.046937,NorthAmerica,60-70.,65-70.
wild ,190,65.046937,NorthAmerica,60-70.,65-70.
wild ,194,65.046937,NorthAmerica,60-70.,65-70.
wild ,193,65.046937,NorthAmerica,60-70.,65-70.
wild ,180,65.046937,NorthAmerica,60-70.,65-70.
wild ,183,65.046937,NorthAmerica,60-70.,65-70.
wild ,199,65.046937,NorthAmerica,60-70.,65-70.
wild ,188,65.046937,NorthAmerica,60-70.,65-70.
wild ,191,65.046937,NorthAmerica,60-70.,65-70.
wild ,187,65.046937,NorthAmerica,60-70.,65-70.
wild ,188,65.046937,NorthAmerica,60-70.,65-70.
wild ,201,65.046937,NorthAmerica,60-70.,65-70.
wild ,193,65.046937,NorthAmerica,60-70.,65-70.
wild ,189,65.046937,NorthAmerica,60-70.,65-70.
wild ,198,65.046937,NorthAmerica,60-70.,65-70.
wild ,185,65.046937,NorthAmerica,60-70.,65-70.
wild ,200,65.046937,NorthAmerica,60-70.,65-70.
wild ,186,65.046937,NorthAmerica,60-70.,65-70.
wild ,180,65.046937,NorthAmerica,60-70.,65-70.
wild ,184,65.046937,NorthAmerica,60-70.,65-70.
wild ,189,65.046937,NorthAmerica,60-70.,65-70.
wild ,184,65.046937,NorthAmerica,60-70.,65-70.
wild ,202,65.046937,NorthAmerica,60-70.,65-70.
wild ,192,65.046937,NorthAmerica,60-70.,65-70.
captive,186,65.9446,Canis lupus lupus,60-70.,65-70.
captive,187,65.9446,Canis lupus lupus,60-70.,65-70.
captive,188,65.9446,Canis lupus lupus,60-70.,65-70.
captive,192,65.9446,Canis lupus lupus,60-70.,65-70.
captive,194,65.9446,Canis lupus lupus,60-70.,65-70.
captive,195,65.9446,Canis lupus lupus,60-70.,65-70.
captive,202,65.9446,Canis lupus lupus,60-70.,65-70.
captive,202,65.9446,Canis lupus lupus,60-70.,65-70.
captive,205,65.9446,Canis lupus lupus,60-70.,65-70.
captive,206,65.9446,Canis lupus lupus,60-70.,65-70.
captive,207,65.9446,Canis lupus lupus,60-70.,65-70.
captive,209,65.9446,Canis lupus lupus,60-70.,65-70.
captive,211,65.9446,Canis lupus lupus,60-70.,65-70.
captive,211,65.9446,Canis lupus lupus,60-70.,65-70.
captive,213,65.9446,Canis lupus lupus,60-70.,65-70.
captive,215,65.9446,Canis lupus lupus,60-70.,65-70.
wild ,203,67.8361967,NorthAmerica,60-70.,65-70.
wild ,194,67.8361967,NorthAmerica,60-70.,65-70.
wild ,191,67.8361967,NorthAmerica,60-70.,65-70.
captive,191,68.69151,Canis lupus lupus,60-70.,65-70.
captive,193,68.69151,Canis lupus lupus,60-70.,65-70.
wild ,205,80.01144004,NorthAmerica,80-90. ,80-85.
wild ,198,80.01144004,NorthAmerica,80-90. ,80-85.
wild ,219,80.01144004,NorthAmerica,80-90. ,80-85.
wild ,212,80.01144004,NorthAmerica,80-90. ,80-85.
wild ,215,80.01144004,NorthAmerica,80-90. ,80-85.
wild ,213,80.01144004,NorthAmerica,80-90. ,80-85.
wild ,217,80.01144004,NorthAmerica,80-90. ,80-85.
wild ,226,80.01144004,NorthAmerica,80-90. ,80-85.
wild ,204,80.01144004,NorthAmerica,80-90. ,80-85.
wild ,211,80.01144004,NorthAmerica,80-90. ,80-85.
wild ,157,48.4110465,NorthAmerica,40-50.,45-50.
wild ,157,48.4110465,NorthAmerica,40-50.,45-50.
wild ,155,48.4110465,NorthAmerica,40-50.,45-50.
wild ,170,48.4110465,NorthAmerica,40-50.,45-50.
wild ,165,48.4110465,NorthAmerica,40-50.,45-50.
wild ,159,48.4110465,NorthAmerica,40-50.,45-50.
wild ,149,48.4110465,NorthAmerica,40-50.,45-50.
wild ,173,48.4110465,NorthAmerica,40-50.,45-50.
wild ,163,48.4110465,NorthAmerica,40-50.,45-50.
wild ,163,48.4110465,NorthAmerica,40-50.,45-50.
wild ,170,48.4110465,NorthAmerica,40-50.,45-50.
wild ,159,48.4110465,NorthAmerica,40-50.,45-50.
wild ,163,44.3805,NorthAmerica,40-50.,45-50.
wild ,172,44.3805,NorthAmerica,40-50.,45-50.
wild ,172,44.3805,NorthAmerica,40-50.,45-50.
wild ,171,44.3805,NorthAmerica,40-50.,45-50.
wild ,168,44.3805,NorthAmerica,40-50.,45-50.
wild ,159,44.3805,NorthAmerica,40-50.,45-50.
wild ,157,44.3805,NorthAmerica,40-50.,45-50.
wild ,162,44.3805,NorthAmerica,40-50.,45-50.
wild ,166,44.3805,NorthAmerica,40-50.,45-50.
wild ,158,44.3805,NorthAmerica,40-50.,45-50.
wild ,165,44.3805,NorthAmerica,40-50.,45-50.
wild ,177,44.3805,NorthAmerica,40-50.,45-50.
wild ,161,44.3805,NorthAmerica,40-50.,45-50.
wild ,155,44.3805,NorthAmerica,40-50.,45-50.
wild ,156,44.3805,NorthAmerica,40-50.,45-50.
wild ,166,44.3805,NorthAmerica,40-50.,45-50.
wild ,176,44.3805,NorthAmerica,40-50.,45-50.
wild ,165,44.3805,NorthAmerica,40-50.,45-50.
wild ,169,44.3805,NorthAmerica,40-50.,45-50.
wild ,172,44.3805,NorthAmerica,40-50.,45-50.
wild ,171,44.3805,NorthAmerica,40-50.,45-50.
wild ,169,44.3805,NorthAmerica,40-50.,45-50.
wild ,166,44.3805,NorthAmerica,40-50.,45-50.
wild ,156,44.3805,NorthAmerica,40-50.,45-50.
wild ,158,44.3805,NorthAmerica,40-50.,45-50.
wild ,163,44.3805,NorthAmerica,40-50.,45-50.
wild ,155,44.3805,NorthAmerica,40-50.,45-50.
wild ,162,44.3805,NorthAmerica,40-50.,45-50.
wild ,163,44.3805,NorthAmerica,40-50.,45-50.
wild ,171,44.3805,NorthAmerica,40-50.,45-50.
wild ,165,44.3805,NorthAmerica,40-50.,45-50.
wild ,162,44.3805,NorthAmerica,40-50.,45-50.
wild ,168,44.3805,NorthAmerica,40-50.,45-50.
wild ,168,44.3805,NorthAmerica,40-50.,45-50.
wild ,164,44.3805,NorthAmerica,40-50.,45-50.
wild ,164,44.3805,NorthAmerica,40-50.,45-50.
wild ,159,44.3805,NorthAmerica,40-50.,45-50.
wild ,179,44.3805,NorthAmerica,40-50.,45-50.
wild ,152,44.3805,NorthAmerica,40-50.,45-50.
wild ,155,44.3805,NorthAmerica,40-50.,45-50.
wild ,170,44.3805,NorthAmerica,40-50.,45-50.
wild ,168,44.3805,NorthAmerica,40-50.,45-50.
wild ,169,44.3805,NorthAmerica,40-50.,45-50.
wild ,165,44.3805,NorthAmerica,40-50.,45-50.
wild ,170,44.3805,NorthAmerica,40-50.,45-50.
wild ,179,44.3805,NorthAmerica,40-50.,45-50.
wild ,176,44.3805,NorthAmerica,40-50.,45-50.
wild ,173,44.3805,NorthAmerica,40-50.,45-50.
wild ,165,44.3805,NorthAmerica,40-50.,45-50.
wild ,161,44.3805,NorthAmerica,40-50.,45-50.
wild ,159,44.3805,NorthAmerica,40-50.,45-50.
wild ,153,44.3805,NorthAmerica,40-50.,45-50.
wild ,166,44.3805,NorthAmerica,40-50.,45-50.
wild ,169,44.3805,NorthAmerica,40-50.,45-50.
wild ,167,44.3805,NorthAmerica,40-50.,45-50.
wild ,159,44.3805,NorthAmerica,40-50.,45-50.
wild ,169,44.3805,NorthAmerica,40-50.,45-50.
wild ,169,44.3805,NorthAmerica,40-50.,45-50.
wild ,172,44.3805,NorthAmerica,40-50.,45-50.
wild ,177,44.3805,NorthAmerica,40-50.,45-50.
wild ,169,44.3805,NorthAmerica,40-50.,45-50.
wild ,169,44.3805,NorthAmerica,40-50.,45-50.
wild ,169,44.3805,NorthAmerica,40-50.,45-50.
wild ,171,44.3805,NorthAmerica,40-50.,45-50.
wild ,171,44.3805,NorthAmerica,40-50.,45-50.
wild ,177,44.3805,NorthAmerica,40-50.,45-50.
wild ,175,44.3805,NorthAmerica,40-50.,45-50.
wild ,186,44.3805,NorthAmerica,40-50.,45-50.
wild ,187,44.3805,NorthAmerica,40-50.,45-50.
wild ,171,44.3805,NorthAmerica,40-50.,45-50.
wild ,171,44.3805,NorthAmerica,40-50.,45-50.
wild ,169,44.3805,NorthAmerica,40-50.,45-50.
wild ,180,44.3805,NorthAmerica,40-50.,45-50.
wild ,175,44.3805,NorthAmerica,40-50.,45-50.
wild ,159,44.3805,NorthAmerica,40-50.,45-50.
wild ,164,44.3805,NorthAmerica,40-50.,45-50.
wild ,163,44.3805,NorthAmerica,40-50.,45-50.
wild ,166,44.3805,NorthAmerica,40-50.,45-50.
wild ,172,44.3805,NorthAmerica,40-50.,45-50.
wild ,164,44.3805,NorthAmerica,40-50.,45-50.
wild ,173,44.3805,NorthAmerica,40-50.,45-50.
wild ,166,44.3805,NorthAmerica,40-50.,45-50.
wild ,165,44.3805,NorthAmerica,40-50.,45-50.
wild ,179,44.3805,NorthAmerica,40-50.,45-50.
wild ,170,44.3805,NorthAmerica,40-50.,45-50.
wild ,177,44.3805,NorthAmerica,40-50.,45-50.
wild ,173,44.3805,NorthAmerica,40-50.,45-50.
wild ,159,44.3805,NorthAmerica,40-50.,45-50.
wild ,172,44.3805,NorthAmerica,40-50.,45-50.
wild ,164,44.3805,NorthAmerica,40-50.,45-50.
wild ,163,44.3805,NorthAmerica,40-50.,45-50.
wild ,159,44.3805,NorthAmerica,40-50.,45-50.
wild ,167,44.3805,NorthAmerica,40-50.,45-50.
wild ,164,44.3805,NorthAmerica,40-50.,45-50.
wild ,173,44.3805,NorthAmerica,40-50.,45-50.
wild ,158,44.3805,NorthAmerica,40-50.,45-50.
wild ,163,44.3805,NorthAmerica,40-50.,45-50.
wild ,163,44.3805,NorthAmerica,40-50.,45-50.
wild ,169,44.3805,NorthAmerica,40-50.,45-50.
wild ,170,44.3805,NorthAmerica,40-50.,45-50.
wild ,172,44.3805,NorthAmerica,40-50.,45-50.
wild ,159,44.3805,NorthAmerica,40-50.,45-50.
wild ,173,44.3805,NorthAmerica,40-50.,45-50.
wild ,176,44.3805,NorthAmerica,40-50.,45-50.
wild ,159,44.3805,NorthAmerica,40-50.,45-50.
wild ,158,44.3805,NorthAmerica,40-50.,45-50.
wild ,158,44.3805,NorthAmerica,40-50.,45-50.
wild ,154,44.3805,NorthAmerica,40-50.,45-50.
wild ,154,44.3805,NorthAmerica,40-50.,45-50.
wild ,162,44.3805,NorthAmerica,40-50.,45-50.
wild ,163,44.3805,NorthAmerica,40-50.,45-50.
wild ,159,44.3805,NorthAmerica,40-50.,45-50.
wild ,184,44.3805,NorthAmerica,40-50.,45-50.
wild ,180,44.3805,NorthAmerica,40-50.,45-50.
wild ,182,44.3805,NorthAmerica,40-50.,45-50.
wild ,166,44.3805,NorthAmerica,40-50.,45-50.
wild ,168,44.3805,NorthAmerica,40-50.,45-50.
wild ,165,44.3805,NorthAmerica,40-50.,45-50.
wild ,170,44.3805,NorthAmerica,40-50.,45-50.
wild ,182,44.3805,NorthAmerica,40-50.,45-50.
wild ,160,44.3805,NorthAmerica,40-50.,45-50.
wild ,165,44.3805,NorthAmerica,40-50.,45-50.
wild ,158,44.3805,NorthAmerica,40-50.,45-50.
wild ,158,44.3805,NorthAmerica,40-50.,45-50.
wild ,161,44.3805,NorthAmerica,40-50.,45-50.
wild ,156,44.3805,NorthAmerica,40-50.,45-50.
wild ,160,44.3805,NorthAmerica,40-50.,45-50.
wild ,153,44.3805,NorthAmerica,40-50.,45-50.
wild ,184,44.3805,NorthAmerica,40-50.,45-50.
wild ,165,44.3805,NorthAmerica,40-50.,45-50.
wild ,165,44.3805,NorthAmerica,40-50.,45-50.
wild ,176,44.3805,NorthAmerica,40-50.,45-50.
wild ,185,44.3805,NorthAmerica,40-50.,45-50.
wild ,188,44.3805,NorthAmerica,40-50.,45-50.
wild ,153,44.3805,NorthAmerica,40-50.,45-50.
wild ,164,44.3805,NorthAmerica,40-50.,45-50.
wild ,165,44.3805,NorthAmerica,40-50.,45-50.
wild ,170,44.3805,NorthAmerica,40-50.,45-50.
wild ,173,44.3805,NorthAmerica,40-50.,45-50.
wild ,171,44.3805,NorthAmerica,40-50.,45-50.
wild ,163,44.3805,NorthAmerica,40-50.,45-50.
wild ,163,44.3805,NorthAmerica,40-50.,45-50.
wild ,168,44.3805,NorthAmerica,40-50.,45-50.
wild ,168,44.3805,NorthAmerica,40-50.,45-50.
wild ,166,44.3805,NorthAmerica,40-50.,45-50.
wild ,182,44.3805,NorthAmerica,40-50.,45-50.
wild ,182,44.3805,NorthAmerica,40-50.,45-50.
wild ,177,44.3805,NorthAmerica,40-50.,45-50.
wild ,180,44.3805,NorthAmerica,40-50.,45-50.
wild ,180,44.3805,NorthAmerica,40-50.,45-50.
wild ,166,44.3805,NorthAmerica,40-50.,45-50.
wild ,167,44.3805,NorthAmerica,40-50.,45-50.
wild ,167,44.3805,NorthAmerica,40-50.,45-50.
wild ,160,44.3805,NorthAmerica,40-50.,45-50.
wild ,185,44.3805,NorthAmerica,40-50.,45-50.
wild ,163,44.3805,NorthAmerica,40-50.,45-50.
wild ,169,44.3805,NorthAmerica,40-50.,45-50.
wild ,170,44.3805,NorthAmerica,40-50.,45-50.
wild ,173,44.3805,NorthAmerica,40-50.,45-50.
wild ,173,44.3805,NorthAmerica,40-50.,45-50.
wild ,169,44.3805,NorthAmerica,40-50.,45-50.
wild ,172,44.3805,NorthAmerica,40-50.,45-50.
wild ,164,44.3805,NorthAmerica,40-50.,45-50.
wild ,159,44.3805,NorthAmerica,40-50.,45-50.
wild ,179,44.3805,NorthAmerica,40-50.,45-50.
wild ,179,44.3805,NorthAmerica,40-50.,45-50.
wild ,180,44.3805,NorthAmerica,40-50.,45-50.
wild ,164,44.3805,NorthAmerica,40-50.,45-50.
wild ,169,44.3805,NorthAmerica,40-50.,45-50.
wild ,170,44.3805,NorthAmerica,40-50.,45-50.
wild ,180,44.3805,NorthAmerica,40-50.,45-50.
