,Population,Region,Region2,WolfID,WolfID_2,unpublished.vs.published,Estimation_Method,Date_median,Date_lowerrange,Date_upperrange,Lat,Lat,Long,DOY,originalDOY,originalMatingDate,Annual_Mean_Temperature_bio1,Mean_Diurnal_Range_BIO2,Temperature_Annual_Range_BIO7,Mean_Temperature_of_Wettest_Quarter_BIO8,Mean_Temperature_of_Driest_Quarter_bio9,Mean_Temperature_of_Warmest_Quarter_BIO10,Mean_Temperature_of_Coldest_Quarter_bio11,Annual_Precipitation,Precipitation_Seasonality,day_change_rate_mating,originalMatingDate_5days_before,originalMatingDate_5days_after,daylength_5_days_before,daylength_5_days_after,mating_daylength_change,PC1,PC2,daylength_original_matingdate,mean_ndvi,sd_ndvi
366,Iran,Middle East,Middle East,Alireza-9,,unpublished,Cameratrap,6/1/16,,,38.664927,38,44.763785,213,153,88,9.216666222,11.71666622,38.40000153,8,20.56666565,20.66666603,-2.850000143,378,51.81171799,-0.294385739,83,93,12.08608648,12.5145059,0.428419412,-2.300736056,0.127248623,12.3009276,0.163286957,0.056617138
327,Portugal,Europe,Iberian,Rio-Maior-1,,published,GPS,5/21/09,,,41.912064,41,-8.507271,203,143,78,12.2458334,8.641666412,21.29999924,6.966666698,17.98333359,18.03333282,6.966666698,1586,49.99842453,-0.330591423,73,83,11.61431036,12.09657498,0.482264614,-3.1949725,0.71328235,11.85515653,0.726313043,0.099243641
328,Portugal,Europe,Iberian,Rio-Maior-2,,published,GPS,5/28/10,,,41.912064,41,-8.507271,209,149,84,12.2458334,8.641666412,21.29999924,6.966666698,17.98333359,18.03333282,6.966666698,1586,49.99842453,-0.331137516,79,89,11.90342502,12.38568964,0.482264614,-3.1949725,0.71328235,12.14484347,0.726313043,0.099243641
329,Portugal,Europe,Iberian,Rio-Maior-3,,published,GPS,5/26/13,,,41.912064,41,-8.507271,208,148,83,12.2458334,8.641666412,21.29999924,6.966666698,17.98333359,18.03333282,6.966666698,1586,49.99842453,-0.331190238,78,88,11.85515653,12.33761237,0.482455837,-3.1949725,0.71328235,12.09657498,0.726313043,0.099243641
56,Spain,Europe,Iberian,Llaneza-21,,unpublished,GPS,5/16/14,5/16/14,5/17/14,42.56666667,42,-8.45,197,137,72,12.32916641,8.525000572,20.19999886,7.366666794,17.73333359,17.95000076,7.366666794,1805,48.11662674,-0.336556499,67,77,11.31176465,11.80242586,0.490661208,-3.35386685,0.83724618,11.55621184,0.789708696,0.06943818
55,Spain,Europe,Iberian,Llaneza-20,,unpublished,Litter removed,5/13/98,5/11/98,5/15/98,43,43,-7.983333333,194,134,69,11.04583359,9.241666794,21.29999924,6.916666508,16.56666565,16.88333321,6.166666508,1662,44.58768845,-0.340087174,64,74,11.15358482,11.6492573,0.495672483,-3.131165775,0.995873395,11.40021639,0.797517391,0.054116521
44,Spain,Europe,Iberian,Llaneza-9,,unpublished,Litter removed,5/17/88,5/14/88,5/20/88,43.1,43,-5.183333333,195,135,70,7.345833302,7.941666603,23.5,1.966666698,14.63333321,14.63333321,0.99999994,1041,28.66612244,-0.342439703,65,75,11.19986123,11.69820771,0.498346474,-1.642993646,1.161833184,11.44793448,0.522117391,0.261301462
52,Spain,Europe,Iberian,Llaneza-17,,unpublished,Litter removed,5/20/97,5/17/97,5/23/97,43.1,43,-7.85,202,142,77,11.8791666,9.475000381,21.10000038,7.883333206,17.13333321,17.46666718,7.116666794,1514,43.90480042,-0.344418669,72,82,11.54783857,12.05034398,0.502505411,-3.091018232,0.790226594,11.79870155,0.65096087,0.110258666
37,Spain,Europe,Iberian,Llaneza-2,,unpublished,Litter removed,5/12/81,5/10/81,5/15/81,43.13333333,43,-6,194,134,69,9.045833588,8.791666985,23.09999847,4.016666412,15.73333359,15.86666679,3.183333397,1125,27.97829247,-0.341033211,64,74,11.14961082,11.64761616,0.498005342,-2.400401946,1.321895653,11.39740615,0.675621739,0.133489308
38,Spain,Europe,Iberian,Llaneza-3,,unpublished,Litter removed,5/8/82,5/5/82,5/10/82,43.15,43,-6,189,129,64,9.949999809,9.050000191,22.89999962,5,16.38333321,16.51666641,4.199999809,1049,27.54590225,-0.338003902,59,69,10.90471211,11.397054,0.492341884,-2.527392299,1.218867525,11.14911284,0.711026087,0.144585889
36,Spain,Europe,Iberian,Llaneza-1,,unpublished,Litter removed,5/18/81,5/16/81,5/20/81,43.183333,43,-5.9,200,140,75,8.191666603,8.449999809,22.79999924,3.216666698,15,15.14999962,2.383333445,1208,27.22083473,-0.344781288,70,80,11.44632004,11.94950905,0.503189008,-2.42405506,1.547264422,11.69732624,0.672095652,0.085900897
43,Spain,Europe,Iberian,Llaneza-8,,unpublished,Litter removed,5/21/88,5/18/88,5/23/88,43.18333333,43,-5.883333333,202,142,77,10.20416641,8.774999619,22.10000038,5.349999905,16.5,16.61666679,4.599999905,1032,25.53784943,-0.345887134,72,82,11.54651704,12.05049095,0.503973911,-2.611814179,1.267190287,11.79811377,0.733091304,0.141355438
32,Spain,Europe,Iberian,Lopezbao-4,,unpublished,GPS,5/31/19,,,43.187722,43,-5.899289,212,152,87,9.295833588,8.691666603,22.69999886,4.299999714,15.89999962,16.01666641,3.5,1109,25.58757019,-0.345885196,82,92,12.0504987,12.55376511,0.503266409,-2.529906585,1.414374003,12.30272025,0.772113043,0.111625976
39,Spain,Europe,Iberian,Llaneza-4,,unpublished,Litter removed,5/26/82,5/23/82,5/30/82,43.2,43,-5.933333333,207,147,82,7.279166698,8.375,23.10000038,2.266666651,14.25,14.41666603,1.366666675,1295,29.73405838,-0.346483307,77,87,11.79799602,12.30285035,0.50485433,-2.020313106,1.408608126,12.0505204,0.47246087,0.153705651
45,Spain,Europe,Iberian,Llaneza-10,,unpublished,Litter removed,5/28/91,5/25/91,5/30/91,43.23333333,43,-6.3,209,149,84,8.774999619,8.783333778,22.5,3.933333397,15.33333302,15.48333359,3.099999905,1254,30.63852882,-0.34683127,79,89,11.8988491,12.40398004,0.505130936,-2.445708143,1.354271306,12.15170694,0.671856522,0.114193376
41,Spain,Europe,Iberian,Llaneza-6,,unpublished,Litter removed,5/26/86,5/20/86,6/1/86,43.25,43,-6.65,207,147,82,9.708333015,9.199999809,22.40000153,5,15.9333334,16.06666756,4.216666698,1273,34.94258881,-0.347089948,77,87,11.79764239,12.30338068,0.505738294,-2.838813188,1.334916246,12.05060882,0.66253913,0.049407616
48,Spain,Europe,Iberian,Llaneza-13,,unpublished,Litter removed,5/13/93,5/10/93,5/15/93,43.25,43,-6.283333333,195,135,70,9.379166603,8.991666794,22.39999962,4.583333492,15.75,15.91666698,3.799999952,1212,29.89209747,-0.343101084,65,75,11.19563658,11.69661932,0.500982737,-2.604955235,1.350220921,11.44502528,0.639747826,0.099084821
51,Spain,Europe,Iberian,Llaneza-16,,unpublished,Litter removed,5/14/04,5/12/04,5/16/04,43.25,43,-4.116666667,195,135,70,12.15416622,8.808333397,20,10.25,17.35000038,17.68333244,7.449999809,928,24.10725403,-0.344253155,65,75,11.19563658,11.69661932,0.500982737,-3.288743406,1.180797668,11.44502528,0.700252174,0.07550567
54,Spain,Europe,Iberian,Llaneza-19,,unpublished,Litter removed,5/11/99,5/8/99,5/14/99,43.25,43,-7.133333333,192,132,67,10.97500038,9.399999619,21.60000038,6.683333397,16.56666565,16.79999924,5.949999809,1329,39.5840416,-0.341724799,62,72,11.04751825,11.54545721,0.497938961,-3.125160114,1.139404889,11.29505874,0.768256522,0.042608288
50,Spain,Europe,Iberian,Llaneza-15,,unpublished,Litter removed,5/22/94,5/20/94,5/25/94,43.26666667,43,-6.083333333,203,143,78,10,8.866666794,21.79999924,5.333333492,16.10000038,16.28333282,4.566666603,1118,27.37507057,-0.346898197,73,83,11.59554832,12.10126889,0.505720572,-2.809661852,1.416129616,11.84811608,0.685695652,0.075580363
42,Spain,Europe,Iberian,Llaneza-7,,unpublished,Litter removed,5/25/87,5/20/87,6/1/87,43.3,43,-6.716666667,206,146,81,10.9416666,9.583333015,21.89999962,8.633333206,16.73333359,16.88333321,5.716666698,1210,38.05062103,-0.347663202,76,86,11.74666861,12.25333139,0.506662776,-2.837050764,0.835184959,12,0.606717391,0.12903182
40,Spain,Europe,Iberian,Llaneza-5,,unpublished,Litter removed,5/28/85,5/25/85,6/1/85,43.31666667,43,-6.716666667,210,150,85,10.14583302,9.408333778,22.10000038,7.833333492,16.11666679,16.26666641,4.866666794,1273,36.01517868,-0.347843773,80,90,11.94927306,12.45560496,0.506331899,-2.813482672,1.044435846,12.20283003,0.698282609,0.09098171
47,Spain,Europe,Iberian,Llaneza-12,,unpublished,Litter removed,5/27/93,5/25/93,5/30/93,43.31666667,43,-7.083333333,209,149,84,11.45416641,9.041666985,20.29999924,7.400000095,16.66666603,16.89999962,6.683333397,1273,38.3953743,-0.347892824,79,89,11.89855388,12.40516012,0.50660624,-3.167173131,1.092805899,12.15214975,0.763021739,0.067278816
49,Spain,Europe,Iberian,Llaneza-14,,unpublished,Litter removed,5/3/93,5/1/93,5/6/93,43.33333333,43,-7.033333333,186,126,61,10.0625,9.108333588,21.39999962,5.766666412,15.80000019,16.03333282,4.983333588,1362,37.29333115,-0.335913504,56,66,10.75223695,11.24307645,0.490839505,-2.851601633,1.203619981,10.9955143,0.749656522,0.075434914
30,Spain,Europe,Iberian,Lopezbao-2,,unpublished,GPS,5/16/18,,,43.349828,43,-6.932772,197,137,72,9.904166222,8.908333778,21.60000038,5.483333111,15.85000038,16.06666756,4.716666698,1361,36.19827271,-0.345961781,67,77,11.29258657,11.7969346,0.504348027,-2.820521789,1.236405079,11.54386583,0.723673913,0.075781673
46,Spain,Europe,Iberian,Llaneza-11,,unpublished,Litter removed,5/22/91,5/20/91,5/24/91,43.38333333,43,-7.066666667,203,143,78,11.375,8.666666985,19.70000076,7.483333111,16.46666718,16.76666641,6.766666412,1292,36.79168701,-0.348318361,73,83,11.59389347,12.10168287,0.507789407,-3.183332486,1.14999959,11.84749514,0.747547826,0.065259627
31,Spain,Europe,Iberian,Lopezbao-3,,unpublished,GPS,5/29/18,,,43.391736,43,-6.685308,210,150,85,12.48333359,9.116666794,19.70000076,10.66666603,17.38333321,17.63333321,7.916666508,1102,37.60205078,-0.348667806,80,90,11.94913974,12.4568038,0.507664066,-3.381068301,0.888859996,12.20336323,0.768717391,0.072669962
29,Spain,Europe,Iberian,Lopezbao-1,,unpublished,GPS,5/19/17,,,43.440081,43,-6.613698,201,141,76,10.70416641,9.041666985,20.80000114,8.633333206,16.23333359,16.45000076,5.816666603,1226,33.36293411,-0.348250211,71,81,11.49183036,12,0.508169642,-3.023344889,1.129789547,11.74542437,0.5113,0.071045312
53,Spain,Europe,Iberian,Llaneza-18,,unpublished,Litter removed,5/15/98,5/12/98,5/17/98,43.46666667,43,-7.55,196,136,71,9.850000381,8.416666985,19.89999962,5.950000286,15.26666641,15.55000019,5.183333397,1542,36.94478226,-0.346888705,66,76,11.23952813,11.74518758,0.505659455,-2.81385523,1.224346713,11.49135716,0.636013043,0.092327999
334,USA,NorthAmerica,NorthAmerica,Minnesota-5,,unpublished,GPS,4/3/18,,,48.3191994,48,-92.82908,154,94,29,3.041666746,12.4333334,46.5,17.23333359,-13.0666666,17.23333359,-13.0666666,698,55.51953506,-0.300569039,24,34,8.87840681,9.328891388,0.450484578,0.525868094,-1.574992042,9.094498887,0.51846087,0.27631638
332,USA,NorthAmerica,NorthAmerica,Minnesota-3,,unpublished,GPS,4/12/16,,,48.3264524,48,-92.864119,163,103,38,3.150000095,12.40000057,46.40000153,17.26666641,-12.9333334,17.26666641,-12.9333334,696,55.27701569,-0.349824436,33,43,9.279961736,9.787553023,0.507591286,0.538425278,-1.593763111,9.52704367,0.518886957,0.286081685
338,USA,NorthAmerica,NorthAmerica,Minnesota-9,,unpublished,GPS,4/29/19,,,48.374847,48,-93.652611,180,120,55,3.174999952,12.25,47.40000153,17.66666603,-13.38333321,17.66666603,-13.38333321,672,55.44828796,-0.394984569,50,60,10.16717324,10.74167214,0.574498906,0.528135991,-1.642921241,10.45121839,0.524756522,0.270811719
331,USA,NorthAmerica,NorthAmerica,Minnesota-2,,unpublished,GPS,4/11/15,,,48.4004563,48,-92.690825,162,102,37,3.183333158,12,46.59999847,17.58333397,-13,17.58333397,-13,708,54.24411774,-0.342511198,32,42,9.224841051,9.728414228,0.503573177,0.525935274,-1.6136432,9.469648905,0.456969565,0.285413786
335,USA,NorthAmerica,NorthAmerica,Minnesota-6,,unpublished,GPS,4/6/18,,,48.4066462,48,-92.982772,157,97,32,3.212500095,11.90833378,46.40000153,17.51666641,-12.96666718,17.51666641,-12.96666718,665,56.16651154,-0.318496303,27,37,8.995980474,9.469077166,0.473096692,0.510117546,-1.637642126,9.224209047,0.54373913,0.284304417
337,USA,NorthAmerica,NorthAmerica,Minnesota-8,,unpublished,remote video camera,4/11/19,,,48.4066462,48,-92.982772,162,102,37,3.212500095,11.90833378,46.40000153,17.51666641,-12.96666718,17.51666641,-12.96666718,665,56.16651154,-0.342595024,32,42,9.224209047,9.727904762,0.503695716,0.510117546,-1.637642126,9.469077166,0.54373913,0.284304417
330,USA,NorthAmerica,NorthAmerica,Minnesota-1,,unpublished,GPS,4/16/15,,,48.4073962,48,-92.911481,167,107,42,3.200000048,12,46.40000153,17.45000076,-12.88333321,17.45000076,-12.88333321,679,55.87892914,-0.36213127,37,47,9.469007881,9.998201836,0.529193955,0.39901239,-1.540734991,9.727843024,0.546395652,0.25143533
333,USA,NorthAmerica,NorthAmerica,Minnesota-4,,unpublished,GPS,4/9/17,,,48.4110465,48,-92.991284,161,101,36,3.200000048,11.75,46.30000305,17.56666756,-12.9333334,17.56666756,-12.9333334,663,56.13707733,-0.333590995,31,41,9.176684789,9.674771953,0.498087164,0.311652821,-1.501439934,9.418489096,0.590378261,0.228968757
336,USA,NorthAmerica,NorthAmerica,Minnesota-7,,unpublished,GPS,4/8/18,,,48.4131055,48,-92.701046,159,99,34,3.191666603,11.89999962,46.5,17.60000038,-12.94999981,17.60000038,-12.94999981,706,54.72024918,-0.328801488,29,39,9.084398539,9.570504273,0.486105734,0.573604253,-1.66417097,9.319679869,0.47976087,0.302483578
317,Poland,Europe,Europe,Schmidt-1,,published,GPS,4/29/95,,,52.75,52,23.8,180,120,55,6.554166794,7.858333588,28.10000038,15.8166666,-2.049999952,15.8166666,-2.883333206,593,33.32379913,-0.465611799,50,60,9.850385699,10.52704432,0.676658617,-1.191578817,-0.103737544,10.18544684,0.637004348,0.221575865
318,Poland,Europe,Europe,Schmidt-1,,published,GPS,4/28/96,,,52.75,52,23.8,179,119,54,6.554166794,7.858333588,28.10000038,15.8166666,-2.049999952,15.8166666,-2.883333206,593,33.32379913,-0.465611799,49,59,9.784323065,10.45828476,0.673961692,-1.191578817,-0.103737544,10.11785412,0.637004348,0.221575865
319,Poland,Europe,Europe,Schmidt-1,,published,GPS,5/2/97,,,52.75,52,23.8,184,124,59,6.554166794,7.858333588,28.10000038,15.8166666,-2.049999952,15.8166666,-2.883333206,593,33.32379913,-0.470507606,54,64,10.11785412,10.80391442,0.686060294,-1.191578817,-0.103737544,10.45828476,0.637004348,0.221575865
320,Poland,Europe,Europe,Schmidt-2,,published,GPS,5/2/98,,,52.75,52,23.8,183,123,58,6.554166794,7.858333588,28.10000038,15.8166666,-2.049999952,15.8166666,-2.883333206,593,33.32379913,-0.470507606,53,63,10.0505364,10.73444511,0.683908708,-1.191578817,-0.103737544,10.38973234,0.637004348,0.221575865
321,Poland,Europe,Europe,Schmidt-2,,published,GPS,4/21/99,,,52.75,52,23.8,172,112,47,6.554166794,7.858333588,28.10000038,15.8166666,-2.049999952,15.8166666,-2.883333206,593,33.32379913,-0.447121302,42,52,9.332862183,9.983508667,0.650646484,-1.191578817,-0.103737544,9.653281128,0.637004348,0.221575865
322,Poland,Europe,Europe,Schmidt-3,,published,GPS,5/2/95,,,52.75,52,23.8,183,123,58,6.554166794,7.858333588,28.10000038,15.8166666,-2.049999952,15.8166666,-2.883333206,593,33.32379913,-0.470507606,53,63,10.0505364,10.73444511,0.683908708,-1.191578817,-0.103737544,10.38973234,0.637004348,0.221575865
323,Poland,Europe,Europe,Schmidt-3,,published,GPS,5/3/97,,,52.75,52,23.8,185,125,60,6.554166794,7.858333588,28.10000038,15.8166666,-2.049999952,15.8166666,-2.883333206,593,33.32379913,-0.471933326,55,65,10.18544684,10.8735333,0.688086464,-1.191578817,-0.103737544,10.52704432,0.637004348,0.221575865
324,Poland,Europe,Europe,Schmidt-4,,published,GPS,5/6/98,,,52.75,52,23.8,187,127,62,6.554166794,7.858333588,28.10000038,15.8166666,-2.049999952,15.8166666,-2.883333206,593,33.32379913,-0.475654703,57,67,10.32139973,11.01317821,0.691778481,-1.191578817,-0.103737544,10.66513617,0.637004348,0.221575865
325,Poland,Europe,Europe,Schmidt-5,,published,GPS,5/7/98,,,52.75,52,23.8,188,128,63,6.554166794,7.858333588,28.10000038,15.8166666,-2.049999952,15.8166666,-2.883333206,593,33.32379913,-0.476723722,58,68,10.38973234,11.08318418,0.693451848,-1.191578817,-0.103737544,10.73444511,0.637004348,0.221575865
326,Poland,Europe,Europe,Schmidt-4,,published,GPS,5/10/99,,,52.75,52,23.8,191,131,66,6.554166794,7.858333588,28.10000038,15.8166666,-2.049999952,15.8166666,-2.883333206,593,33.32379913,-0.479469632,61,71,10.59599874,11.29382145,0.697822702,-1.191578817,-0.103737544,10.94329129,0.637004348,0.221575865
100,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-9,,unpublished,GPS,5/20/07,,,52.9705483,52,-117.69928,201,141,76,0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,-0.488463965,71,81,11.28813454,12,0.711865455,0.550878777,-0.457964579,11.6435695,0.419786957,0.300473917
101,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-9,,unpublished,GPS,5/1/08,,,52.9705483,52,-117.69928,182,122,57,0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,-0.474483979,52,62,9.966924852,10.65430564,0.687380788,0.550878777,-0.457964579,10.30769689,0.419786957,0.300473917
102,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-9,,unpublished,GPS,4/27/09,,,52.9705483,52,-117.69928,179,119,54,0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,-0.465773085,49,59,9.76600873,10.44573207,0.679723341,0.550878777,-0.457964579,10.10242347,0.419786957,0.300473917
103,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-10,,unpublished,GPS,4/11/10,,,52.9705483,52,-117.69928,162,102,37,0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,-0.413093301,32,42,8.703883456,9.310518787,0.606635331,0.550878777,-0.457964579,8.999568209,0.419786957,0.300473917
104,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-10,,unpublished,GPS,4/27/11,,,52.9705483,52,-117.69928,178,118,53,0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,-0.465773085,48,58,9.699724562,10.37660477,0.676880207,0.550878777,-0.457964579,10.03452926,0.419786957,0.300473917
105,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-11,,unpublished,GPS,4/29/03,,,52.9705483,52,-117.69928,180,120,55,0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,-0.469597301,50,60,9.832648214,10.5150661,0.682417891,0.550878777,-0.457964579,10.17059242,0.419786957,0.300473917
106,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-12,,unpublished,GPS,4/15/10,,,52.9705483,52,-117.69928,166,106,41,0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,-0.430639369,36,46,8.939109483,9.568293893,0.62918441,0.550878777,-0.457964579,9.247253395,0.419786957,0.300473917
107,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-13,,unpublished,GPS,4/14/01,,,52.9705483,52,-117.69928,166,106,41,0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,-0.426568305,36,46,8.939109483,9.568293893,0.62918441,0.550878777,-0.457964579,9.247253395,0.419786957,0.300473917
108,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-14,,unpublished,GPS,5/2/09,,,52.9705483,52,-117.69928,184,124,59,0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,-0.474483979,54,64,10.10242347,10.79422982,0.69180635,0.550878777,-0.457964579,10.44573207,0.419786957,0.300473917
109,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-15,,unpublished,GPS,4/20/07,,,52.9705483,52,-117.69928,171,111,46,0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,-0.448133469,41,51,9.247253395,9.899625803,0.652372408,0.550878777,-0.457964579,9.568293893,0.419786957,0.300473917
110,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-16,,unpublished,GPS,4/23/01,,,52.9705483,52,-117.69928,175,115,50,0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,-0.456573113,45,55,9.503184734,10.17059242,0.667407688,0.550878777,-0.457964579,9.832648214,0.419786957,0.300473917
111,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-17,,unpublished,GPS,5/12/04,,,52.9705483,52,-117.69928,193,133,68,0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,-0.485525077,63,73,10.72418776,11.43012354,0.705935781,0.550878777,-0.457964579,11.07578632,0.419786957,0.300473917
112,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-17,,unpublished,GPS,5/8/05,,,52.9705483,52,-117.69928,190,130,65,0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,-0.481665312,60,70,10.5150661,11.21725819,0.702192083,0.550878777,-0.457964579,10.86442101,0.419786957,0.300473917
113,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-17,,unpublished,GPS,4/28/06,,,52.9705483,52,-117.69928,179,119,54,0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,-0.467745262,49,59,9.76600873,10.44573207,0.679723341,0.550878777,-0.457964579,10.10242347,0.419786957,0.300473917
114,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-18,,unpublished,GPS,4/18/07,,,52.9705483,52,-117.69928,169,109,44,0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,-0.441682021,39,49,9.122289097,9.76600873,0.643719633,0.550878777,-0.457964579,9.438505595,0.419786957,0.300473917
115,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-18,,unpublished,GPS,5/1/08,,,52.9705483,52,-117.69928,182,122,57,0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,-0.474483979,52,62,9.966924852,10.65430564,0.687380788,0.550878777,-0.457964579,10.30769689,0.419786957,0.300473917
116,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-19,,unpublished,GPS,4/8/01,,,52.9705483,52,-117.69928,159,99,34,0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,-0.397591606,30,40,8.59061362,9.184502588,0.593888967,0.550878777,-0.457964579,8.879285415,0.419786957,0.300473917
117,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-20,,unpublished,GPS,4/23/03,,,52.9705483,52,-117.69928,174,114,49,0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,-0.456573113,44,54,9.438505595,10.10242347,0.663917872,0.550878777,-0.457964579,9.76600873,0.419786957,0.300473917
118,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-20,,unpublished,GPS,4/22/04,,,52.9705483,52,-117.69928,173,113,48,0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,-0.456573113,43,53,9.374276672,10.03452926,0.66025259,0.550878777,-0.457964579,9.699724562,0.419786957,0.300473917
119,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-21,,unpublished,GPS,4/4/07,,,52.9705483,52,-117.69928,155,95,30,0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,-0.373490253,25,35,8.321948758,8.879285415,0.557336658,0.550878777,-0.457964579,8.59061362,0.419786957,0.300473917
120,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-22,,unpublished,GPS,4/16/07,,,52.9705483,52,-117.69928,167,107,42,0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,-0.434510984,37,47,8.999568209,9.633813492,0.634245283,0.550878777,-0.457964579,9.310518787,0.419786957,0.300473917
121,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-23,,unpublished,GPS,3/29/00,,,52.9705483,52,-117.69928,149,89,24,0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,-0.337393367,19,29,8.03130928,8.535163084,0.503853804,0.550878777,-0.457964579,8.270945154,0.419786957,0.300473917
122,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-23,,unpublished,GPS,4/16/01,,,52.9705483,52,-117.69928,168,108,43,0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,-0.434510984,38,48,9.060636299,9.699724562,0.639088263,0.550878777,-0.457964579,9.374276672,0.419786957,0.300473917
123,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-24,,unpublished,GPS,4/30/04,,,52.9705483,52,-117.69928,181,121,56,0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,-0.472961687,51,61,9.899625803,10.58459459,0.684968785,0.550878777,-0.457964579,10.23902158,0.419786957,0.300473917
124,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-24,,unpublished,GPS,5/3/04,,,52.9705483,52,-117.69928,184,124,59,0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,-0.477232345,54,64,10.10242347,10.79422982,0.69180635,0.550878777,-0.457964579,10.44573207,0.419786957,0.300473917
125,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-25,,unpublished,GPS,4/26/03,,,52.9705483,52,-117.69928,177,117,52,0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,-0.46367539,47,57,9.633813492,10.30769689,0.673883403,0.550878777,-0.457964579,9.966924852,0.419786957,0.300473917
126,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-25,,unpublished,GPS,4/16/04,,,52.9705483,52,-117.69928,167,107,42,0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,-0.438189692,37,47,8.999568209,9.633813492,0.634245283,0.550878777,-0.457964579,9.310518787,0.419786957,0.300473917
127,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-26,,unpublished,GPS,4/27/03,,,52.9705483,52,-117.69928,178,118,53,0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,-0.465773085,48,58,9.699724562,10.37660477,0.676880207,0.550878777,-0.457964579,10.03452926,0.419786957,0.300473917
