,Population,Region,Region2,WolfID,WolfID_2,unpublished.vs.published,Estimation_Method,Date_median,Date_lowerrange,Date_upperrange,Lat,Lat,Long,DOY,originalDOY,originalMatingDate,Annual_Mean_Temperature_bio1,Mean_Diurnal_Range_BIO2,Temperature_Annual_Range_BIO7,Mean_Temperature_of_Wettest_Quarter_BIO8,Mean_Temperature_of_Driest_Quarter_bio9,Mean_Temperature_of_Warmest_Quarter_BIO10,Mean_Temperature_of_Coldest_Quarter_bio11,Annual_Precipitation,Precipitation_Seasonality,day_change_rate_mating,originalMatingDate_5days_before,originalMatingDate_5days_after,daylength_5_days_before,daylength_5_days_after,mating_daylength_change,PC1,PC2,daylength_original_matingdate,mean_ndvi,sd_ndvi
95,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-5,,unpublished,GPS,4/23/05,,,62.408363,62,-146.81178,175,115,50,-3.725000143,10.33333302,42,10.9333334,-10.60000038,10.9333334,-17.46666718,314,67.4339447,-0.696925532,45,55,8.318941961,9.330471066,1.011529104,1.453868942,-1.031187567,8.822457005,0.250886957,0.342329722
96,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-6,,unpublished,GPS,5/9/01,,,62.408363,62,-146.81178,191,131,66,-3.725000143,10.33333302,42,10.9333334,-10.60000038,10.9333334,-17.46666718,314,67.4339447,-0.706949182,61,71,9.943836111,10.97081875,1.026982644,1.453868942,-1.031187567,10.45684879,0.250886957,0.342329722
97,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-6,,unpublished,GPS,4/24/02,,,62.408363,62,-146.81178,175,115,50,-3.725000143,10.33333302,42,10.9333334,-10.60000038,10.9333334,-17.46666718,314,67.4339447,-0.698330755,45,55,8.318941961,9.330471066,1.011529104,1.453868942,-1.031187567,8.822457005,0.250886957,0.342329722
98,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-7,,unpublished,GPS,5/3/00,,,62.408363,62,-146.81178,184,124,59,-3.725000143,10.33333302,42,10.9333334,-10.60000038,10.9333334,-17.46666718,314,67.4339447,-0.70595084,54,64,9.228591927,10.25149684,1.022904912,1.453868942,-1.031187567,9.739042276,0.250886957,0.342329722
99,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-8,,unpublished,GPS,4/22/05,,,62.408363,62,-146.81178,174,114,49,-3.725000143,10.33333302,42,10.9333334,-10.60000038,10.9333334,-17.46666718,314,67.4339447,-0.695364216,44,54,8.218959918,9.228591927,1.009632009,1.453868942,-1.031187567,8.721333544,0.250886957,0.342329722
148,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-38,,unpublished,GPS,5/8/04,,,63.6352304,63,-150.48638,189,129,64,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.747806809,59,69,9.611993458,10.69732992,1.085336461,1.704427372,-0.857051422,10.1545334,0.305217391,0.395421013
149,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-39,,unpublished,GPS,4/5/05,,,63.6352304,63,-150.48638,157,97,32,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.690427303,27,37,6.222502297,7.24957504,1.027072743,1.704427372,-0.857051422,6.729190335,0.305217391,0.395421013
150,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-39,,unpublished,GPS,5/10/06,,,63.6352304,63,-150.48638,191,131,66,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.747614749,61,71,9.828953684,10.91446001,1.08550633,1.704427372,-0.857051422,10.37163944,0.305217391,0.395421013
151,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-39,,unpublished,GPS,5/18/07,,,63.6352304,63,-150.48638,199,139,74,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.74586077,69,79,10.69732992,11.78290492,1.085574997,1.704427372,-0.857051422,11.24014312,0.305217391,0.395421013
152,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-39,,unpublished,GPS,5/4/10,,,63.6352304,63,-150.48638,185,125,60,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.748386446,55,65,9.178469178,10.26308298,1.084613801,1.704427372,-0.857051422,9.720461523,0.305217391,0.395421013
153,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-39,,unpublished,GPS,4/14/13,,,63.6352304,63,-150.48638,166,106,41,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.728688981,36,46,7.144638556,8.207230201,1.062591645,1.704427372,-0.857051422,7.672676297,0.305217391,0.395421013
154,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-39,,unpublished,GPS,5/2/14,,,63.6352304,63,-150.48638,183,123,58,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.748340947,53,63,8.962008113,10.04599327,1.083985157,1.704427372,-0.857051422,9.503554402,0.305217391,0.395421013
155,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-39,,unpublished,GPS,5/14/15,,,63.6352304,63,-150.48638,195,135,70,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.746739785,65,75,10.26308298,11.34869962,1.085616638,1.704427372,-0.857051422,10.80589538,0.305217391,0.395421013
156,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-39,,unpublished,GPS,5/17/16,,,63.6352304,63,-150.48638,198,138,73,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.74586077,68,78,10.58876458,11.67435612,1.085591537,1.704427372,-0.857051422,11.13158426,0.305217391,0.395421013
157,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-40,,unpublished,GPS,4/17/07,,,63.6352304,63,-150.48638,168,108,43,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.735768662,38,48,7.354875459,8.422296238,1.067420779,1.704427372,-0.857051422,7.885873554,0.305217391,0.395421013
158,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-41,,unpublished,GPS,5/13/05,,,63.6352304,63,-150.48638,195,135,70,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.746966971,65,75,10.26308298,11.34869962,1.085616638,1.704427372,-0.857051422,10.80589538,0.305217391,0.395421013
159,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-41,,unpublished,GPS,5/14/06,,,63.6352304,63,-150.48638,195,135,70,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.746739785,65,75,10.26308298,11.34869962,1.085616638,1.704427372,-0.857051422,10.80589538,0.305217391,0.395421013
160,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-42,,unpublished,GPS,5/4/16,,,63.6352304,63,-150.48638,185,125,60,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.748338237,55,65,9.178469178,10.26308298,1.084613801,1.704427372,-0.857051422,9.720461523,0.305217391,0.395421013
161,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-43,,unpublished,GPS,5/8/14,,,63.6352304,63,-150.48638,189,129,64,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.747979959,59,69,9.611993458,10.69732992,1.085336461,1.704427372,-0.857051422,10.1545334,0.305217391,0.395421013
162,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-44,,unpublished,GPS,5/17/04,,,63.6352304,63,-150.48638,198,138,73,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.74586077,68,78,10.58876458,11.67435612,1.085591537,1.704427372,-0.857051422,11.13158426,0.305217391,0.395421013
163,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-44,,unpublished,GPS,5/8/08,,,63.6352304,63,-150.48638,189,129,64,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.747806809,59,69,9.611993458,10.69732992,1.085336461,1.704427372,-0.857051422,10.1545334,0.305217391,0.395421013
164,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-44,,unpublished,GPS,4/29/09,,,63.6352304,63,-150.48638,181,121,56,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.747817419,51,61,8.74583486,9.828953684,1.083118824,1.704427372,-0.857051422,9.286785855,0.305217391,0.395421013
165,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-44,,unpublished,GPS,4/6/11,,,63.6352304,63,-150.48638,157,97,32,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.696264137,27,37,6.222502297,7.24957504,1.027072743,1.704427372,-0.857051422,6.729190335,0.305217391,0.395421013
166,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-44,,unpublished,GPS,3/20/11,,,63.6352304,63,-150.48638,140,80,15,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.510439627,10,20,4.703168734,5.548235857,0.845067123,1.704427372,-0.857051422,5.103614804,0.305217391,0.395421013
167,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-44,,unpublished,GPS,5/14/12,,,63.6352304,63,-150.48638,195,135,70,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.74651264,65,75,10.26308298,11.34869962,1.085616638,1.704427372,-0.857051422,10.80589538,0.305217391,0.395421013
168,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-44,,unpublished,GPS,5/5/13,,,63.6352304,63,-150.48638,187,127,62,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.748338237,57,67,9.395149839,10.48020058,1.085050744,1.704427372,-0.857051422,9.93746556,0.305217391,0.395421013
169,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-44,,unpublished,GPS,5/3/14,,,63.6352304,63,-150.48638,184,124,59,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.74838945,54,64,9.07020722,10.1545334,1.084326182,1.704427372,-0.857051422,9.611993458,0.305217391,0.395421013
170,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-44,,unpublished,GPS,5/6/15,,,63.6352304,63,-150.48638,187,127,62,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.748250756,57,67,9.395149839,10.48020058,1.085050744,1.704427372,-0.857051422,9.93746556,0.305217391,0.395421013
171,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-44,,unpublished,GPS,3/12/16,,,63.6352304,63,-150.48638,132,72,7,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.373031499,2,12,4.192834823,4.857147992,0.664313169,1.704427372,-0.857051422,4.490251735,0.305217391,0.395421013
172,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-45,,unpublished,GPS,5/2/15,,,63.6352304,63,-150.48638,183,123,58,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.748340947,53,63,8.962008113,10.04599327,1.083985157,1.704427372,-0.857051422,9.503554402,0.305217391,0.395421013
173,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-46,,unpublished,GPS,5/18/04,,,63.6352304,63,-150.48638,199,139,74,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.745662018,69,79,10.69732992,11.78290492,1.085574997,1.704427372,-0.857051422,11.24014312,0.305217391,0.395421013
174,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-46,,unpublished,GPS,5/15/05,,,63.6352304,63,-150.48638,197,137,72,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.74651264,67,77,10.48020058,11.56580588,1.085605293,1.704427372,-0.857051422,11.02302313,0.305217391,0.395421013
175,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-46,,unpublished,GPS,5/12/06,,,63.6352304,63,-150.48638,193,133,68,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.747190918,63,73,10.04599327,11.13158426,1.085590989,1.704427372,-0.857051422,10.58876458,0.305217391,0.395421013
176,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-46,,unpublished,GPS,4/22/09,,,63.6352304,63,-150.48638,174,114,49,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.743331406,44,54,7.992803843,9.07020722,1.077403377,1.704427372,-0.857051422,8.530030641,0.305217391,0.395421013
177,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-46,,unpublished,GPS,5/1/10,,,63.6352304,63,-150.48638,182,122,57,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.748234246,52,62,8.853880756,9.93746556,1.083584804,1.704427372,-0.857051422,9.395149839,0.305217391,0.395421013
178,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-46,,unpublished,GPS,5/20/11,,,63.6352304,63,-150.48638,201,141,76,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.745476359,71,81,10.91446001,12,1.085539986,1.704427372,-0.857051422,11.45725381,0.305217391,0.395421013
179,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-46,,unpublished,GPS,4/24/12,,,63.6352304,63,-150.48638,175,115,50,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.745943006,45,55,8.099928774,9.178469178,1.078540404,1.704427372,-0.857051422,8.637880995,0.305217391,0.395421013
180,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-46,,unpublished,GPS,4/30/14,,,63.6352304,63,-150.48638,181,121,56,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.748062246,51,61,8.74583486,9.828953684,1.083118824,1.704427372,-0.857051422,9.286785855,0.305217391,0.395421013
181,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-46,,unpublished,GPS,5/5/15,,,63.6352304,63,-150.48638,186,126,61,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.748338237,56,66,9.286785855,10.37163944,1.084853582,1.704427372,-0.857051422,9.828953684,0.305217391,0.395421013
182,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-46,,unpublished,GPS,5/18/16,,,63.6352304,63,-150.48638,199,139,74,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.745662018,69,79,10.69732992,11.78290492,1.085574997,1.704427372,-0.857051422,11.24014312,0.305217391,0.395421013
183,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-47,,unpublished,GPS,5/14/07,,,63.6352304,63,-150.48638,195,135,70,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.746739785,65,75,10.26308298,11.34869962,1.085616638,1.704427372,-0.857051422,10.80589538,0.305217391,0.395421013
184,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-47,,unpublished,GPS,5/9/08,,,63.6352304,63,-150.48638,190,130,65,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.747614749,60,70,9.720461523,10.80589538,1.085433854,1.704427372,-0.857051422,10.26308298,0.305217391,0.395421013
185,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-48,,unpublished,GPS,4/4/07,,,63.6352304,63,-150.48638,155,95,30,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.684108876,25,35,6.024972307,7.040097319,1.015125013,1.704427372,-0.857051422,6.524569134,0.305217391,0.395421013
186,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-48,,unpublished,GPS,3/20/13,,,63.6352304,63,-150.48638,141,81,16,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.510439627,11,21,4.779043003,5.641347779,0.862304776,1.704427372,-0.857051422,5.189434346,0.305217391,0.395421013
187,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-48,,unpublished,GPS,4/14/15,,,63.6352304,63,-150.48638,165,105,40,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.728688981,35,45,7.040097319,8.099928774,1.059831455,1.704427372,-0.857051422,7.566452656,0.305217391,0.395421013
188,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-49,,unpublished,GPS,5/3/11,,,63.6352304,63,-150.48638,184,124,59,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.74838945,54,64,9.07020722,10.1545334,1.084326182,1.704427372,-0.857051422,9.611993458,0.305217391,0.395421013
189,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-50,,unpublished,GPS,5/16/10,,,63.6352304,63,-150.48638,197,137,72,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.74628858,67,77,10.48020058,11.56580588,1.085605293,1.704427372,-0.857051422,11.02302313,0.305217391,0.395421013
190,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-51,,unpublished,GPS,5/10/14,,,63.6352304,63,-150.48638,191,131,66,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.747614749,61,71,9.828953684,10.91446001,1.08550633,1.704427372,-0.857051422,10.37163944,0.305217391,0.395421013
191,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-52,,unpublished,GPS,5/21/12,,,63.6352304,63,-150.48638,202,142,77,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.745152131,72,82,11.02302313,12.10854729,1.085524155,1.704427372,-0.857051422,11.56580588,0.305217391,0.395421013
192,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-52,,unpublished,GPS,5/12/15,,,63.6352304,63,-150.48638,193,133,68,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.747190918,63,73,10.04599327,11.13158426,1.085590989,1.704427372,-0.857051422,10.58876458,0.305217391,0.395421013
193,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-52,,unpublished,GPS,5/15/16,,,63.6352304,63,-150.48638,196,136,71,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.74628858,66,76,10.37163944,11.45725381,1.085614371,1.704427372,-0.857051422,10.91446001,0.305217391,0.395421013
194,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-53,,unpublished,GPS,5/5/13,,,63.6352304,63,-150.48638,187,127,62,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.748338237,57,67,9.395149839,10.48020058,1.085050744,1.704427372,-0.857051422,9.93746556,0.305217391,0.395421013
195,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-53,,unpublished,GPS,4/29/14,,,63.6352304,63,-150.48638,180,120,55,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.747817419,50,60,8.637880995,9.720461523,1.082580528,1.704427372,-0.857051422,9.178469178,0.305217391,0.395421013
196,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-53,,unpublished,GPS,5/6/16,,,63.6352304,63,-150.48638,187,127,62,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.748129582,57,67,9.395149839,10.48020058,1.085050744,1.704427372,-0.857051422,9.93746556,0.305217391,0.395421013
197,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-54,,unpublished,GPS,3/25/09,,,63.6352304,63,-150.48638,146,86,21,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.587730673,16,26,5.189434346,6.123314748,0.933880402,1.704427372,-0.857051422,5.641347779,0.305217391,0.395421013
198,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-54,,unpublished,GPS,4/27/10,,,63.6352304,63,-150.48638,178,118,53,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.747076893,48,58,8.422296238,9.503554402,1.081258164,1.704427372,-0.857051422,8.962008113,0.305217391,0.395421013
199,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-54,,unpublished,GPS,5/17/11,,,63.6352304,63,-150.48638,198,138,73,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.746070422,68,78,10.58876458,11.67435612,1.085591537,1.704427372,-0.857051422,11.13158426,0.305217391,0.395421013
200,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-55,,unpublished,GPS,5/13/12,,,63.6352304,63,-150.48638,194,134,69,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.746739785,64,74,10.1545334,11.24014312,1.085609718,1.704427372,-0.857051422,10.69732992,0.305217391,0.395421013
201,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-56,,unpublished,GPS,5/5/06,,,63.6352304,63,-150.48638,186,126,61,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.748338237,56,66,9.286785855,10.37163944,1.084853582,1.704427372,-0.857051422,9.828953684,0.305217391,0.395421013
202,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-57,,unpublished,GPS,5/12/05,,,63.6352304,63,-150.48638,194,134,69,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.747190918,64,74,10.1545334,11.24014312,1.085609718,1.704427372,-0.857051422,10.69732992,0.305217391,0.395421013
203,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-57,,unpublished,GPS,5/5/07,,,63.6352304,63,-150.48638,186,126,61,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.748338237,56,66,9.286785855,10.37163944,1.084853582,1.704427372,-0.857051422,9.828953684,0.305217391,0.395421013
204,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-57,,unpublished,GPS,4/27/08,,,63.6352304,63,-150.48638,178,118,53,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.747491786,48,58,8.422296238,9.503554402,1.081258164,1.704427372,-0.857051422,8.962008113,0.305217391,0.395421013
205,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-57,,unpublished,GPS,5/5/10,,,63.6352304,63,-150.48638,186,126,61,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.748338237,56,66,9.286785855,10.37163944,1.084853582,1.704427372,-0.857051422,9.828953684,0.305217391,0.395421013
206,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-57,,unpublished,GPS,6/8/11,,,63.6352304,63,-150.48638,220,160,95,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.746066861,90,100,12.97697687,14.06253444,1.085557572,1.704427372,-0.857051422,13.51979942,0.305217391,0.395421013
207,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-57,,unpublished,GPS,5/13/12,,,63.6352304,63,-150.48638,194,134,69,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.746739785,64,74,10.1545334,11.24014312,1.085609718,1.704427372,-0.857051422,10.69732992,0.305217391,0.395421013
208,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-57,,unpublished,GPS,4/16/13,,,63.6352304,63,-150.48638,168,108,43,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.733652089,38,48,7.354875459,8.422296238,1.067420779,1.704427372,-0.857051422,7.885873554,0.305217391,0.395421013
209,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-57,,unpublished,GPS,5/1/14,,,63.6352304,63,-150.48638,182,122,57,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.748234246,52,62,8.853880756,9.93746556,1.083584804,1.704427372,-0.857051422,9.395149839,0.305217391,0.395421013
210,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-57,,unpublished,GPS,4/26/15,,,63.6352304,63,-150.48638,177,117,52,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.746563791,47,57,8.314691247,9.395149839,1.080458592,1.704427372,-0.857051422,8.853880756,0.305217391,0.395421013
211,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-57,,unpublished,GPS,4/27/16,,,63.6352304,63,-150.48638,178,118,53,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.747491786,48,58,8.422296238,9.503554402,1.081258164,1.704427372,-0.857051422,8.962008113,0.305217391,0.395421013
212,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-58,,unpublished,GPS,4/2/07,,,63.6352304,63,-150.48638,153,93,28,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.669912216,23,33,5.831073931,6.832336422,1.001262491,1.704427372,-0.857051422,6.322476635,0.305217391,0.395421013
213,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-59,,unpublished,GPS,5/6/16,,,63.6352304,63,-150.48638,187,127,62,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.748129582,57,67,9.395149839,10.48020058,1.085050744,1.704427372,-0.857051422,9.93746556,0.305217391,0.395421013
214,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-60,,unpublished,GPS,4/21/04,,,63.6352304,63,-150.48638,172,112,47,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.743331406,42,52,7.779157401,8.853880756,1.074723355,1.704427372,-0.857051422,8.314691247,0.305217391,0.395421013
215,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-60,,unpublished,GPS,4/27/05,,,63.6352304,63,-150.48638,179,119,54,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.747076893,49,59,8.530030641,9.611993458,1.081962817,1.704427372,-0.857051422,9.07020722,0.305217391,0.395421013
216,Alaska-Canada,NorthAmerica,NorthAmerica,Mahoney-60,,unpublished,GPS,4/28/06,,,63.6352304,63,-150.48638,179,119,54,-3.554166794,10.47500038,41,9.050000191,-15.28333282,11.01666641,-16.14999962,566,55.50273514,-0.747491786,49,59,8.530030641,9.611993458,1.081962817,1.704427372,-0.857051422,9.07020722,0.305217391,0.395421013
