Annual_Mean_Temperature_bio1,Mean_Diurnal_Range_BIO2,Temperature_Annual_Range_BIO7,Mean_Temperature_of_Wettest_Quarter_BIO8,Mean_Temperature_of_Driest_Quarter_bio9,Mean_Temperature_of_Warmest_Quarter_BIO10,Mean_Temperature_of_Coldest_Quarter_bio11,Annual_Precipitation,Precipitation_Seasonality,daylength_original_matingdate,mean_ndvi,sd_ndvi
0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,9.76600873,0.419786957,0.300473917
0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,9.899625803,0.419786957,0.300473917
0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,9.966924852,0.419786957,0.300473917
0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,9.76600873,0.419786957,0.300473917
0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,10.23902158,0.419786957,0.300473917
0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,9.310518787,0.419786957,0.300473917
0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,8.64686337,0.419786957,0.300473917
0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,9.503184734,0.419786957,0.300473917
0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,9.699724562,0.419786957,0.300473917
0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,10.03452926,0.419786957,0.300473917
0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,10.10242347,0.419786957,0.300473917
0.98333323,13.08333302,37.09999847,11.6833334,-10.16666698,11.6833334,-10.16666698,561,46.35907364,9.438505595,0.419786957,0.300473917
6.587500095,6.591666698,21.10000038,3.266666651,11.80000019,13.60000038,0.283333331,3205,35.24559784,9.843465043,0.556721739,0.229803347
6.208333492,6.75,21.60000038,3.299999952,11.28333378,13.03333378,-0.183333337,3284,36.39463425,9.36841834,0.713008696,0.208483705
6.208333492,6.75,21.60000038,3.299999952,11.28333378,13.03333378,-0.183333337,3284,36.39463425,9.36841834,0.713008696,0.208483705
6.387499809,6.691666603,21.60000038,3.366666555,11.58333302,13.28333282,-0.116666675,3356,36.6888504,10.7403192,0.610721739,0.267303991
0.400000036,12.63333321,47.59999847,14.76666641,-6.133333206,14.76666641,-16.10000038,461,68.60954285,9.580790424,0.3816,0.303776841
0.400000036,12.63333321,47.59999847,14.76666641,-6.133333206,14.76666641,-16.10000038,461,68.60954285,8.110239233,0.3816,0.303776841
0.400000036,12.63333321,47.59999847,14.76666641,-6.133333206,14.76666641,-16.10000038,461,68.60954285,11.12883033,0.3816,0.303776841
0.400000036,12.63333321,47.59999847,14.76666641,-6.133333206,14.76666641,-16.10000038,461,68.60954285,10.81398123,0.3816,0.303776841
0.400000036,12.63333321,47.59999847,14.76666641,-6.133333206,14.76666641,-16.10000038,461,68.60954285,10.19065532,0.3816,0.303776841
0.400000036,12.63333321,47.59999847,14.76666641,-6.133333206,14.76666641,-16.10000038,461,68.60954285,9.431292569,0.3816,0.303776841
0.400000036,12.63333321,47.59999847,14.76666641,-6.133333206,14.76666641,-16.10000038,461,68.60954285,9.580790424,0.3816,0.303776841
0.400000036,12.63333321,47.59999847,14.76666641,-6.133333206,14.76666641,-16.10000038,461,68.60954285,8.849632482,0.3816,0.303776841
6.670833111,6.025000095,19.5,3.716666698,11.5,13.16666698,0.816666663,3525,37.2774353,9.959215047,0.599647826,0.207314532
6.387499809,9.108333588,28.10000038,14.19999981,1.049999952,15.3166666,-1.633333325,554,20.47253418,10.75282745,0.686443478,0.198403136
3.941666842,7.383333206,27.90000153,4.216666698,8.016666412,13.08333302,-5.25,1237,38.45139313,9.965153924,0.269434783,0.346933286
4.391666889,7.516666889,27.90000153,4.583333492,8.583333015,13.58333302,-4.766666889,1210,39.88853073,10.04780257,0.057252174,0.31030606
4.391666889,7.516666889,27.90000153,4.583333492,8.583333015,13.58333302,-4.766666889,1210,39.88853073,10.22345639,0.057252174,0.31030606
4.966666698,7.816666603,28.30000114,13.36666679,-0.616666675,14.61666679,-3.883333445,800,23.74865532,9.4605047,0.667326087,0.236358515
5.004166603,8.358333588,29.20000076,13.48333359,-0.633333385,14.8166666,-4.183333397,766,23.50105858,9.634839728,0.561817391,0.200378496
5.974999905,7.233333111,27.29999924,14.3166666,0.150000006,15.38333321,-2.333333254,587,31.60013008,9.188217559,0.681582609,0.170908207
4.637500286,7.391666889,27.29999924,4.683333397,-0.799999952,14.01666641,-3.900000095,865,24.3336544,10.17209466,0.740226087,0.171223754
4.200000286,8.166666985,29,12.53333378,-1.51666677,14.01666641,-4.716666698,826,23.67070961,9.51798361,0.599313043,0.21776622
4.112500191,8.241666794,29.39999962,12.5,-1.700000048,13.98333359,-4.900000095,826,23.89020348,9.506465587,0.518613043,0.319428953
3.733333349,9.75,32,12.60000038,-1.866666436,14.16666698,-6.533333302,747,27.91125488,9.397923641,0.622395652,0.21721425
3.179166555,9.258333206,31.09999847,13.23333359,-2.433333397,13.23333359,-6.266666889,891,23.78649712,9.759167305,0.475508696,0.309158601
3.549999952,9.649999619,31.89999962,13.75,-2.099999905,13.75,-6.199999809,826,25.44690514,9.849360708,0.519595652,0.265263527
3.158333302,9.449999809,31.5,13.3166666,-2.533333302,13.3166666,-6.416666508,859,24.72562218,10.1255915,0.5523,0.244316248
3.545833349,9.175000191,31,13.6833334,-2.050000191,13.6833334,-6.099999905,838,24.55477142,9.746228982,0.653508696,0.237728621
3.112499952,10.02499962,32.69999695,13.48333263,-2.533333302,13.48333263,-6.966666698,785,26.07427597,9.192496378,0.631056522,0.219003617
-1.816666603,8.733333588,32.09999847,8.283333778,-7.849999905,9.416666985,-10.9333334,625,47.78910065,9.822795508,0.069417391,0.252501454
-1.816666603,8.733333588,32.09999847,8.283333778,-7.849999905,9.416666985,-10.9333334,625,47.78910065,10.01050688,0.069417391,0.252501454
-1.816666603,8.733333588,32.09999847,8.283333778,-7.849999905,9.416666985,-10.9333334,625,47.78910065,9.542336663,0.069417391,0.252501454
-1.816666603,8.733333588,32.09999847,8.283333778,-7.849999905,9.416666985,-10.9333334,625,47.78910065,10.76559586,0.069417391,0.252501454
-1.816666603,8.733333588,32.09999847,8.283333778,-7.849999905,9.416666985,-10.9333334,625,47.78910065,10.29297623,0.069417391,0.252501454
-1.816666603,8.733333588,32.09999847,8.283333778,-7.849999905,9.416666985,-10.9333334,625,47.78910065,11.90492751,0.069417391,0.252501454
-1.816666603,8.733333588,32.09999847,8.283333778,-7.849999905,9.416666985,-10.9333334,625,47.78910065,10.95511931,0.069417391,0.252501454
-1.816666603,8.733333588,32.09999847,8.283333778,-7.849999905,9.416666985,-10.9333334,625,47.78910065,8.894901349,0.069417391,0.252501454
