Lat,Date,Day_length,yday,mating,mday_len
21,3/24/11,12.17545894,83,0,NA
31,3/24/11,12.21797485,83,0,NA
60,3/24/11,12.4771065,83,0,NA
61,3/24/11,12.49468662,83,0,NA
62,3/24/11,12.51348508,83,0,NA
57,3/24/11,12.43056434,83,0,NA
56,3/24/11,12.41681132,83,0,NA
59,3/24/11,12.46062634,83,0,NA
55,3/24/11,12.4038125,83,0,NA
53,3/24/11,12.37983176,83,0,NA
64,3/24/11,12.55530192,83,0,NA
65,3/24/11,12.57865949,83,0,NA
68,3/24/11,12.66121492,83,0,NA
42,3/24/11,12.28192248,83,0,NA
48,3/24/11,12.32939373,83,0,NA
22,3/24/11,12.17924426,83,0,NA
23,3/24/11,12.18312018,83,0,NA
33,3/24/11,12.22797298,83,0,NA
34,3/24/11,12.23320388,83,0,NA
16,3/24/11,12.15775409,83,0,NA
35,3/24/11,12.23860088,83,1,12.23860088
36,3/24/11,12.24417341,83,0,NA
29,3/24/11,12.20854288,83,0,NA
39,3/24/11,12.26204978,83,0,NA
38,3/24/11,12.25588651,83,0,NA
37,3/24/11,12.24993165,83,0,NA
30,3/24/11,12.21319174,83,0,NA
32,3/24/11,12.22289937,83,0,NA
18,3/25/11,12.18170382,84,0,NA
19,3/25/11,12.18626178,84,0,NA
43,3/25/11,12.33812723,84,0,NA
24,3/25/11,12.21051523,84,0,NA
21,3/25/11,12.19565594,84,0,NA
31,3/25/11,12.24958577,84,0,NA
60,3/25/11,12.56837645,84,0,NA
61,3/25/11,12.58976706,84,0,NA
62,3/25/11,12.61262607,84,0,NA
57,3/25/11,12.51167231,84,0,NA
56,3/25/11,12.49489182,84,0,NA
59,3/25/11,12.54831129,84,0,NA
55,3/25/11,12.47901926,84,0,NA
53,3/25/11,12.44970141,84,0,NA
64,3/25/11,12.66343187,84,0,NA
65,3/25/11,12.69178857,84,0,NA
68,3/25/11,12.79192199,84,0,NA
42,3/25/11,12.329301,84,0,NA
48,3/25/11,12.38784806,84,0,NA
22,3/25/11,12.20050154,84,0,NA
23,3/25/11,12.20545285,84,0,NA
33,3/25/11,12.26213833,84,0,NA
34,3/25/11,12.26869012,84,0,NA
16,3/25/11,12.17284443,84,0,NA
35,3/25/11,12.27543958,84,0,NA
36,3/25/11,12.28239818,84,0,NA
29,3/25/11,12.23770469,84,0,NA
39,3/25/11,12.30465648,84,0,NA
38,3/25/11,12.29699288,84,0,NA
37,3/25/11,12.2895782,84,0,NA
30,3/25/11,12.24356573,84,0,NA
32,3/25/11,12.25577353,84,0,NA
18,3/26/11,12.1987878,85,0,NA
19,3/26/11,12.20436523,85,0,NA
43,3/26/11,12.38716091,85,0,NA
24,3/26/11,12.23391979,85,0,NA
21,3/26/11,12.21583637,85,0,NA
31,3/26/11,12.28117021,85,0,NA
60,3/26/11,12.65963167,85,0,NA
61,3/26/11,12.6848389,85,0,NA
62,3/26/11,12.71176596,85,0,NA
57,3/26/11,12.59275302,85,0,NA
56,3/26/11,12.57294235,85,0,NA
59,3/26/11,12.63597645,85,0,NA
55,3/26/11,12.5541939,85,0,NA
53,3/26/11,12.5195359,85,0,NA
64,3/26/11,12.77158089,85,0,NA
65,3/26/11,12.80495023,85,0,NA
68,3/26/11,12.92272338,85,0,NA
42,3/26/11,12.37664396,85,0,NA
48,3/26/11,12.44626476,85,0,NA
22,3/26/11,12.22174123,85,0,NA
23,3/26/11,12.22776692,85,0,NA
33,3/26/11,12.29627531,85,0,NA
34,3/26/11,12.30414708,85,0,NA
16,3/26/11,12.1879233,85,0,NA
35,3/26/11,12.31224812,85,0,NA
36,3/26/11,12.3205919,85,0,NA
29,3/26/11,12.26684195,85,0,NA
39,3/26/11,12.34722969,85,1,12.34722969
38,3/26/11,12.33806654,85,0,NA
37,3/26/11,12.32919286,85,0,NA
30,3/26/11,12.27391419,85,0,NA
32,3/26/11,12.28862026,85,0,NA
18,3/27/11,12.2158556,86,0,NA
19,3/27/11,12.22245134,86,0,NA
43,3/27/11,12.43615261,86,0,NA
24,3/27/11,12.2573012,86,0,NA
21,3/27/11,12.23599711,86,0,NA
31,3/27/11,12.31272363,86,0,NA
60,3/27/11,12.75087055,86,0,NA
61,3/27/11,12.77990167,86,0,NA
62,3/27/11,12.8109056,86,0,NA
57,3/27/11,12.67380259,86,0,NA
56,3/27/11,12.65095851,86,0,NA
59,3/27/11,12.72361932,86,0,NA
55,3/27/11,12.62933159,86,0,NA
53,3/27/11,12.58932983,86,0,NA
64,3/27/11,12.87975346,86,0,NA
65,3/27/11,12.91815136,86,0,NA
68,3/27/11,13.05363711,86,0,NA
42,3/27/11,12.4239456,86,0,NA
48,3/27/11,12.50463783,86,0,NA
22,3/27/11,12.24296009,86,0,NA
23,3/27/11,12.25005899,86,0,NA
33,3/27/11,12.33037913,86,0,NA
34,3/27/11,12.33956984,86,0,NA
16,3/27/11,12.20298833,86,0,NA
35,3/27/11,12.34902144,86,0,NA
36,3/27/11,12.3587494,86,0,NA
29,3/27/11,12.29595039,86,0,NA
39,3/27/11,12.38976391,86,0,NA
38,3/27/11,12.37910209,86,0,NA
37,3/27/11,12.36877033,86,0,NA
30,3/27/11,12.30423273,86,0,NA
32,3/27/11,12.32143489,86,0,NA
18,3/28/11,12.23290453,87,0,NA
19,3/28/11,12.24051727,87,0,NA
43,3/28/11,12.48509642,87,0,NA
24,3/28/11,12.28065591,87,0,NA
21,3/28/11,12.25613506,87,0,NA
31,3/28/11,12.34424148,87,0,NA
60,3/28/11,12.84209141,87,0,NA
61,3/28/11,12.87495479,87,0,NA
62,3/28/11,12.91004577,87,0,NA
57,3/28/11,12.75481703,87,0,NA
56,3/28/11,12.72893584,87,0,NA
59,3/28/11,12.81123729,87,0,NA
55,3/28/11,12.70442747,87,0,NA
53,3/28/11,12.65907776,87,0,NA
64,3/28/11,12.98795403,87,0,NA
65,3/28/11,13.03139889,87,0,NA
68,3/28/11,13.18468147,87,0,NA
42,3/28/11,12.47120006,87,0,NA
48,3/28/11,12.56296126,87,0,NA
22,3/28/11,12.26415484,87,0,NA
23,3/28/11,12.27232567,87,0,NA
33,3/28/11,12.36444497,87,0,NA
34,3/28/11,12.37495344,87,0,NA
16,3/28/11,12.21803713,87,0,NA
35,3/28/11,12.38575444,87,0,NA
36,3/28/11,12.39686548,87,0,NA
29,3/28/11,12.32502574,87,0,NA
39,3/28/11,12.43225358,87,0,NA
38,3/28/11,12.42009409,87,0,NA
37,3/28/11,12.4083053,87,0,NA
30,3/28/11,12.33451693,87,0,NA
32,3/28/11,12.35421273,87,0,NA
18,3/29/11,12.24993192,88,0,NA
19,3/29/11,12.25856019,88,0,NA
43,3/29/11,12.5339864,88,0,NA
24,3/29/11,12.30398034,88,0,NA
21,3/29/11,12.27624708,88,0,NA
31,3/29/11,12.37571917,88,0,NA
60,3/29/11,12.93329245,88,0,NA
61,3/29/11,12.96999759,88,0,NA
62,3/29/11,13.00918718,88,0,NA
57,3/29/11,12.83579228,88,0,NA
56,3/29/11,12.80686976,88,0,NA
59,3/29/11,12.89882765,88,0,NA
55,3/29/11,12.77947654,88,0,NA
53,3/29/11,12.72877411,88,0,NA
64,3/29/11,13.096187,88,0,NA
65,3/29/11,13.14469971,88,0,NA
68,3/29/11,13.31587493,88,0,NA
42,3/29/11,12.51840148,88,0,NA
48,3/29/11,12.62122893,88,0,NA
22,3/29/11,12.28532221,88,0,NA
23,3/29/11,12.29456351,88,0,NA
33,3/29/11,12.39846797,88,0,NA
34,3/29/11,12.41029289,88,0,NA
16,3/29/11,12.23306732,88,0,NA
35,3/29/11,12.42244202,88,0,NA
36,3/29/11,12.43493488,88,0,NA
29,3/29/11,12.3540637,88,0,NA
39,3/29/11,12.47469311,88,0,NA
38,3/29/11,12.46103706,88,0,NA
37,3/29/11,12.44779239,88,0,NA
30,3/29/11,12.36476236,88,0,NA
32,3/29/11,12.38694907,88,0,NA
18,3/30/11,12.26693505,89,0,NA
19,3/30/11,12.27657724,89,0,NA
43,3/30/11,12.5828165,89,0,NA
24,3/30/11,12.32727089,89,0,NA
21,3/30/11,12.29633001,89,0,NA
31,3/30/11,12.40715209,89,0,NA
60,3/30/11,13.02447176,89,0,NA
61,3/30/11,13.06502928,89,0,NA
62,3/30/11,13.10833041,89,0,NA
57,3/30/11,12.91672412,89,0,NA
56,3/30/11,12.88475555,89,0,NA
59,3/30/11,12.98638756,89,0,NA
55,3/30/11,12.85447371,89,0,NA
53,3/30/11,12.79841322,89,0,NA
64,3/30/11,13.20445671,89,0,NA
65,3/30/11,13.25806069,89,0,NA
68,3/30/11,13.4472362,89,0,NA
42,3/30/11,12.56554391,89,0,NA
48,3/30/11,12.67943466,89,0,NA
22,3/30/11,12.30645889,89,0,NA
23,3/30/11,12.31676906,89,0,NA
33,3/30/11,12.43244322,89,0,NA
34,3/30/11,12.44558315,89,0,NA
16,3/30/11,12.24807649,89,0,NA
35,3/30/11,12.459079,89,0,NA
36,3/30/11,12.47295231,89,0,NA
29,3/30/11,12.38305993,89,0,NA
39,3/30/11,12.51707684,89,0,NA
38,3/30/11,12.50192545,89,0,NA
37,3/30/11,12.48722618,89,0,NA
30,3/30/11,12.39496452,89,0,NA
32,3/30/11,12.41963913,89,0,NA
18,3/31/11,12.28391119,90,0,NA
19,3/31/11,12.29456553,90,0,NA
43,3/31/11,12.63158062,90,0,NA
24,3/31/11,12.35052391,90,0,NA
21,3/31/11,12.31638067,90,0,NA
31,3/31/11,12.43853556,90,0,NA
60,3/31/11,13.11562728,90,0,NA
61,3/31/11,13.16004893,90,0,NA
62,3/31/11,13.20747591,90,0,NA
57,3/31/11,12.9976082,90,0,NA
56,3/31/11,12.96258837,90,0,NA
59,3/31/11,13.07391403,90,0,NA
55,3/31/11,12.92941373,90,0,NA
53,3/31/11,12.86798928,90,0,NA
64,3/31/11,13.31276741,90,0,NA
65,3/31/11,13.37148864,90,0,NA
68,3/31/11,13.57878428,90,0,NA
42,3/31/11,12.6126213,90,0,NA
48,3/31/11,12.73757213,90,0,NA
22,3/31/11,12.32756154,90,0,NA
23,3/31/11,12.33893883,90,0,NA
33,3/31/11,12.46636578,90,0,NA
34,3/31/11,12.48081914,90,0,NA
16,3/31/11,12.26306219,90,0,NA
35,3/31/11,12.49566016,90,0,NA
36,3/31/11,12.51091242,90,0,NA
29,3/31/11,12.41201005,90,0,NA
39,3/31/11,12.55939905,90,0,NA
38,3/31/11,12.54275365,90,0,NA
37,3/31/11,12.52660119,90,0,NA
30,3/31/11,12.42511889,90,0,NA
32,3/31/11,12.45227811,90,0,NA
18,4/1/11,12.30085757,91,0,NA
19,4/1/11,12.31252216,91,0,NA
43,4/1/11,12.68027255,91,0,NA
24,4/1/11,12.37373574,91,0,NA
21,4/1/11,12.33639584,91,0,NA
31,4/1/11,12.46986486,91,0,NA
60,4/1/11,13.20675674,91,0,NA
61,4/1/11,13.25505543,91,0,NA
62,4/1/11,13.30662398,91,0,NA
57,4/1/11,13.07843997,91,0,NA
56,4/1/11,13.0403632,91,0,NA
59,4/1/11,13.16140388,91,0,NA
55,4/1/11,13.00429118,91,0,NA
53,4/1/11,12.93749633,91,0,NA
64,4/1/11,13.42112321,91,1,13.42112321
65,4/1/11,13.48499034,91,0,NA
68,4/1/11,13.71053842,91,0,NA
42,4/1/11,12.65962755,91,0,NA
48,4/1/11,12.79563492,91,0,NA
22,4/1/11,12.34862679,91,0,NA
23,4/1/11,12.3610693,91,0,NA
33,4/1/11,12.50023063,91,0,NA
34,4/1/11,12.51599569,91,0,NA
16,4/1/11,12.27802197,91,0,NA
35,4/1/11,12.5321802,91,0,NA
36,4/1/11,12.54880977,91,0,NA
29,4/1/11,12.44090963,91,0,NA
39,4/1/11,12.60165395,91,0,NA
38,4/1/11,12.58351599,91,0,NA
37,4/1/11,12.56591186,91,0,NA
30,4/1/11,12.4552209,91,0,NA
32,4/1/11,12.48486113,91,0,NA
18,4/2/11,12.31777141,92,0,NA
19,4/2/11,12.33044416,92,0,NA
43,4/2/11,12.72888597,92,0,NA
24,4/2/11,12.39690266,92,0,NA
21,4/2/11,12.35637225,92,0,NA
31,4/2/11,12.5011352,92,0,NA
60,4/2/11,13.29785769,92,0,NA
61,4/2/11,13.35004746,92,0,NA
62,4/2/11,13.40577471,92,0,NA
57,4/2/11,13.1592147,92,0,NA
56,4/2/11,13.11807479,92,0,NA
59,4/2/11,13.24885372,92,0,NA
55,4/2/11,13.07910045,92,0,NA
53,4/2/11,13.00692824,92,0,NA
64,4/2/11,13.52952814,92,0,NA
65,4/2/11,13.59857246,92,0,NA
68,4/2/11,13.84251817,92,0,NA
42,4/2/11,12.70655643,92,0,NA
48,4/2/11,12.85361647,92,0,NA
22,4/2/11,12.36965123,92,0,NA
23,4/2/11,12.38315691,92,0,NA
33,4/2/11,12.53403269,92,0,NA
34,4/2/11,12.55110759,92,0,NA
16,4/2/11,12.29295335,92,0,NA
35,4/2/11,12.56863377,92,0,NA
36,4/2/11,12.58663887,92,0,NA
29,4/2/11,12.4697542,92,0,NA
39,4/2/11,12.64383562,92,0,NA
38,4/2/11,12.62420669,92,1,12.62420669
37,4/2/11,12.60515255,92,0,NA
30,4/2/11,12.4852659,92,0,NA
32,4/2/11,12.51738327,92,0,NA
18,4/3/11,12.33464987,93,0,NA
19,4/3/11,12.34832857,93,0,NA
43,4/3/11,12.77741443,93,0,NA
24,4/3/11,12.42002089,93,0,NA
21,4/3/11,12.37630663,93,0,NA
31,4/3/11,12.53234173,93,0,NA
60,4/3/11,13.38892745,93,0,NA
61,4/3/11,13.44502347,93,0,NA
62,4/3/11,13.50492798,93,0,NA
57,4/3/11,13.23992742,93,0,NA
56,4/3/11,13.19571773,93,0,NA
59,4/3/11,13.33625993,93,0,NA
55,4/3/11,13.15383572,93,0,NA
53,4/3/11,13.07627868,93,0,NA
64,4/3/11,13.63798603,93,0,NA
65,4/3/11,13.71224161,93,0,NA
68,4/3/11,13.97474343,93,0,NA
42,4/3/11,12.75340158,93,0,NA
48,4/3/11,12.91151005,93,0,NA
22,4/3/11,12.39063141,93,0,NA
23,4/3/11,12.40519804,93,0,NA
33,4/3/11,12.56776681,93,0,NA
34,4/3/11,12.58614953,93,0,NA
16,4/3/11,12.30785381,93,0,NA
35,4/3/11,12.6050154,93,0,NA
36,4/3/11,12.62439411,93,1,12.62439411
29,4/3/11,12.49853919,93,0,NA
39,4/3/11,12.68593809,93,0,NA
38,4/3/11,12.6648199,93,0,NA
37,4/3/11,12.64431753,93,0,NA
30,4/3/11,12.51524921,93,0,NA
32,4/3/11,12.54983951,93,0,NA
18,4/4/11,12.35149008,94,0,NA
19,4/4/11,12.36617234,94,0,NA
43,4/4/11,12.82585136,94,0,NA
24,4/4/11,12.44308662,94,0,NA
21,4/4/11,12.3961956,94,0,NA
31,4/4/11,12.56347952,94,0,NA
60,4/4/11,13.47996305,94,0,NA
61,4/4/11,13.53998169,94,0,NA
62,4/4/11,13.60408345,94,0,NA
57,4/4/11,13.32057291,94,0,NA
56,4/4/11,13.2732863,94,0,NA
59,4/4/11,13.42361864,94,0,NA
55,4/4/11,13.22849094,94,0,NA
53,4/4/11,13.14554108,94,0,NA
64,4/4/11,13.74650057,94,0,NA
65,4/4/11,13.82600425,94,0,NA
68,4/4/11,14.10723444,94,0,NA
42,4/4/11,12.80015654,94,0,NA
48,4/4/11,12.96930877,94,0,NA
22,4/4/11,12.41156382,94,0,NA
23,4/4/11,12.42718904,94,0,NA
33,4/4/11,12.60142774,94,0,NA
34,4/4/11,12.62111612,94,0,NA
16,4/4/11,12.3227208,94,0,NA
35,4/4/11,12.64131957,94,0,NA
36,4/4/11,12.66206982,94,0,NA
29,4/4/11,12.52725999,94,0,NA
39,4/4/11,12.72795524,94,0,NA
38,4/4/11,12.70534963,94,0,NA
37,4/4/11,12.68340097,94,0,NA
30,4/4/11,12.54516604,94,0,NA
32,4/4/11,12.58222477,94,0,NA
18,4/5/11,12.36828915,95,0,NA
19,4/5/11,12.38397242,95,0,NA
43,4/5/11,12.87419002,95,0,NA
24,4/5/11,12.46609596,95,0,NA
21,4/5/11,12.4160358,95,0,NA
31,4/5/11,12.59454355,95,0,NA
60,4/5/11,13.57096127,95,0,NA
61,4/5/11,13.63492003,95,0,NA
62,4/5/11,13.70324049,95,0,NA
57,4/5/11,13.40114568,95,0,NA
56,4/5/11,13.35077457,95,0,NA
59,4/5/11,13.51092567,95,0,NA
55,4/5/11,13.30305979,95,0,NA
53,4/5/11,13.21470866,95,0,NA
64,4/5/11,13.85507524,95,0,NA
65,4/5/11,13.93986676,95,0,NA
68,4/5/11,14.24001182,95,0,NA
42,4/5/11,12.8468147,95,0,NA
48,4/5/11,13.02700553,95,0,NA
22,4/5/11,12.43244491,95,0,NA
23,4/5/11,12.44912617,95,0,NA
33,4/5/11,12.63501015,95,0,NA
34,4/5/11,12.65600187,95,0,NA
16,4/5/11,12.33755173,95,0,NA
35,4/5/11,12.67754061,95,0,NA
36,4/5/11,12.6996602,95,0,NA
29,4/5/11,12.55591191,95,0,NA
39,4/5/11,12.76988083,95,0,NA
38,4/5/11,12.7457898,95,0,NA
37,4/5/11,12.72239692,95,0,NA
30,4/5/11,12.57501153,95,0,NA
32,4/5/11,12.61453388,95,0,NA
18,4/6/11,12.3850441,96,0,NA
19,4/6/11,12.40172568,96,0,NA
43,4/6/11,12.92242353,96,0,NA
24,4/6/11,12.48904497,96,0,NA
21,4/6/11,12.43582376,96,0,NA
31,4/6/11,12.62552872,96,0,NA
60,4/6/11,13.66191855,96,0,NA
61,4/6/11,13.72983612,96,0,NA
62,4/6/11,13.8023982,96,0,NA
57,4/6/11,13.48163994,96,0,NA
56,4/6/11,13.42817627,96,0,NA
59,4/6/11,13.59817656,96,0,NA
55,4/6/11,13.37753568,96,0,NA
53,4/6/11,13.28377438,96,0,NA
64,4/6/11,13.96371331,96,0,NA
65,4/6/11,14.05383535,96,0,NA
68,4/6/11,14.37309663,96,0,NA
42,4/6/11,12.89336927,96,0,NA
48,4/6/11,13.08459305,96,0,NA
22,4/6/11,12.45327107,96,0,NA
23,4/6/11,12.47100567,96,0,NA
33,4/6/11,12.66850861,96,0,NA
34,4/6/11,12.69080119,96,0,NA
16,4/6/11,12.35234397,96,0,NA
35,4/6/11,12.71367279,96,0,NA
36,4/6/11,12.73715933,96,0,NA
29,4/6/11,12.58449018,96,0,NA
39,4/6/11,12.81170852,96,0,NA
38,4/6/11,12.78613419,96,0,NA
37,4/6/11,12.76129932,96,0,NA
30,4/6/11,12.60478076,96,0,NA
32,4/6/11,12.64676156,96,0,NA
18,4/7/11,12.40175195,97,0,NA
19,4/7/11,12.41942895,97,0,NA
43,4/7/11,12.97054482,97,0,NA
24,4/7/11,12.51192964,97,0,NA
21,4/7/11,12.45555599,97,0,NA
31,4/7/11,12.65642982,97,0,NA
60,4/7/11,13.75283101,97,0,NA
61,4/7/11,13.82472724,97,0,NA
62,4/7/11,13.90155534,97,0,NA
57,4/7/11,13.56204955,97,0,NA
56,4/7/11,13.50548485,97,0,NA
59,4/7/11,13.68536648,97,0,NA
55,4/7/11,13.45191171,97,0,NA
53,4/7/11,13.35273089,97,0,NA
64,4/7/11,14.0724178,97,0,NA
65,4/7/11,14.16791607,97,0,NA
68,4/7/11,14.50651038,97,0,NA
42,4/7/11,12.93981333,97,0,NA
48,4/7/11,13.14206381,97,0,NA
22,4/7/11,12.47403861,97,0,NA
23,4/7/11,12.49282369,97,0,NA
33,4/7/11,12.70191759,97,0,NA
34,4/7/11,12.72550836,97,0,NA
16,4/7/11,12.36709486,97,0,NA
35,4/7/11,12.74971024,97,0,NA
36,4/7/11,12.77456119,97,0,NA
29,4/7/11,12.61298993,97,0,NA
39,4/7/11,12.85343179,97,0,NA
38,4/7/11,12.82637645,97,0,NA
37,4/7/11,12.80010198,97,0,NA
30,4/7/11,12.63446868,97,0,NA
32,4/7/11,12.67890245,97,0,NA
18,4/8/11,12.41840963,98,0,NA
19,4/8/11,12.43707901,98,0,NA
43,4/8/11,13.01854665,98,0,NA
24,4/8/11,12.53474588,98,0,NA
21,4/8/11,12.47522891,98,0,NA
31,4/8/11,12.68724156,98,0,NA
60,4/8/11,13.84369438,98,0,NA
61,4/8/11,13.91959031,98,0,NA
62,4/8/11,14.00071034,98,0,NA
57,4/8/11,13.64236805,98,0,NA
56,4/8/11,13.5826934,98,0,NA
59,4/8/11,13.77249024,98,0,NA
55,4/8/11,13.52618064,98,0,NA
53,4/8/11,13.42157058,98,0,NA
64,4/8/11,14.18119149,98,0,NA
65,4/8/11,14.28211482,98,0,NA
68,4/8/11,14.64027507,98,0,NA
42,4/8/11,12.98613977,98,0,NA
48,4/8/11,13.19941005,98,0,NA
22,4/8/11,12.4947438,98,0,NA
23,4/8/11,12.51457632,98,0,NA
33,4/8/11,12.73523142,98,0,NA
34,4/8/11,12.76011758,98,0,NA
16,4/8/11,12.38180167,98,0,NA
35,4/8/11,12.78564694,98,1,12.78564694
36,4/8/11,12.81185959,98,1,12.81185959
29,4/8/11,12.6414062,98,0,NA
39,4/8/11,12.89504399,98,0,NA
38,4/8/11,12.86651008,98,0,NA
37,4/8/11,12.83879856,98,0,NA
30,4/8/11,12.66407017,98,0,NA
32,4/8/11,12.71095106,98,0,NA
18,4/9/11,12.43501403,99,0,NA
19,4/9/11,12.45467258,99,0,NA
43,4/9/11,13.06642157,99,0,NA
24,4/9/11,12.55748953,99,0,NA
21,4/9/11,12.49483889,99,0,NA
31,4/9/11,12.7179585,99,0,NA
60,4/9/11,13.934504,99,0,NA
61,4/9/11,14.01442186,99,0,NA
62,4/9/11,14.09986123,99,0,NA
57,4/9/11,13.72258858,99,0,NA
56,4/9/11,13.65979465,99,0,NA
59,4/9/11,13.85954226,99,0,NA
55,4/9/11,13.60033489,99,0,NA
53,4/9/11,13.49028548,99,0,NA
64,4/9/11,14.29003684,99,0,NA
65,4/9/11,14.39643729,99,0,NA
68,4/9/11,14.77441326,99,0,NA
42,4/9/11,13.03234127,99,0,NA
48,4/9/11,13.25662379,99,0,NA
22,4/9/11,12.51538283,99,0,NA
23,4/9/11,12.53625957,99,0,NA
33,4/9/11,12.76844433,99,0,NA
34,4/9/11,12.79462287,99,0,NA
16,4/9/11,12.39646164,99,0,NA
35,4/9/11,12.82147678,99,0,NA
36,4/9/11,12.84904825,99,0,NA
29,4/9/11,12.66973395,99,0,NA
39,4/9/11,12.93653828,99,0,NA
38,4/9/11,12.90652843,99,0,NA
37,4/9/11,12.87738257,99,0,NA
30,4/9/11,12.69357998,99,0,NA
32,4/9/11,12.74290181,99,0,NA
18,4/10/11,12.45156198,100,0,NA
19,4/10/11,12.47220629,100,0,NA
43,4/10/11,13.11416191,100,0,NA
24,4/10/11,12.58015634,100,0,NA
21,4/10/11,12.51438223,100,0,NA
31,4/10/11,12.74857513,100,0,NA
60,4/10/11,14.02525479,100,0,NA
61,4/10/11,14.10921797,100,0,NA
62,4/10/11,14.19900565,100,0,NA
57,4/10/11,13.80270388,100,0,NA
56,4/10/11,13.73678093,100,0,NA
59,4/10/11,13.94651652,100,0,NA
55,4/10/11,13.6743665,100,0,NA
53,4/10/11,13.55886729,100,0,NA
64,4/10/11,14.39895603,100,0,NA
65,4/10/11,14.51088896,100,0,NA
68,4/10/11,14.90894811,100,0,NA
42,4/10/11,13.07841035,100,0,NA
48,4/10/11,13.31369673,100,0,NA
22,4/10/11,12.53595182,100,0,NA
23,4/10/11,12.55786938,100,0,NA
33,4/10/11,12.80155042,100,0,NA
34,4/10/11,12.82901815,100,0,NA
16,4/10/11,12.41107195,100,0,NA
35,4/10/11,12.85719348,100,0,NA
36,4/10/11,12.8861207,100,0,NA
29,4/10/11,12.697968,100,0,NA
39,4/10/11,12.97790768,100,0,NA
38,4/10/11,12.94642468,100,0,NA
37,4/10/11,12.91584739,100,0,NA
30,4/10/11,12.72299278,100,0,NA
32,4/10/11,12.77474896,100,0,NA
18,4/11/11,12.46805025,101,0,NA
19,4/11/11,12.48967675,101,0,NA
43,4/11/11,13.16175981,101,0,NA
24,4/11/11,12.60274197,101,0,NA
21,4/11/11,12.53385514,101,0,NA
31,4/11/11,12.77908578,101,0,NA
60,4/11/11,14.11594118,101,0,NA
61,4/11/11,14.20397431,101,0,NA
62,4/11/11,14.29814079,101,0,NA
57,4/11/11,13.88270627,101,0,NA
56,4/11/11,13.81364417,101,0,NA
59,4/11/11,14.03340656,101,0,NA
55,4/11/11,13.74826713,101,0,NA
53,4/11/11,13.62730736,101,0,NA
64,4/11/11,14.50795088,101,0,NA
65,4/11/11,14.62547507,101,0,NA
68,4/11/11,15.04390344,101,0,NA
42,4/11/11,13.1243393,101,0,NA
48,4/11/11,13.37062033,101,0,NA
22,4/11/11,12.5564468,101,0,NA
23,4/11/11,12.5794016,101,0,NA
33,4/11/11,12.83454365,101,0,NA
34,4/11/11,12.8632972,101,0,NA
16,4/11/11,12.42562973,101,0,NA
35,4/11/11,12.89279061,101,0,NA
36,4/11/11,12.92307033,101,0,NA
29,4/11/11,12.72610308,101,0,NA
39,4/11/11,13.01914501,101,0,NA
38,4/11/11,12.98619184,101,0,NA
37,4/11/11,12.9541862,101,0,NA
30,4/11/11,12.75230309,101,0,NA
32,4/11/11,12.80648667,101,0,NA
18,4/12/11,12.48447555,102,0,NA
19,4/12/11,12.50708047,102,0,NA
43,4/12/11,13.20920714,102,0,NA
24,4/12/11,12.62524202,102,0,NA
21,4/12/11,12.55325378,102,0,NA
31,4/12/11,12.80948467,102,0,NA
60,4/12/11,14.20655714,102,0,NA
61,4/12/11,14.29868602,102,0,NA
62,4/12/11,14.39726339,102,0,NA
57,4/12/11,13.96258758,102,0,NA
56,4/12/11,13.89037585,102,0,NA
59,4/12/11,14.12020542,102,0,NA
55,4/12/11,13.82202798,102,0,NA
53,4/12/11,13.69559664,102,0,NA
64,4/12/11,14.61702285,102,0,NA
65,4/12/11,14.74020065,102,0,NA
68,4/12/11,15.17930378,102,0,NA
42,4/12/11,13.17012017,102,0,NA
48,4/12/11,13.42738571,102,0,NA
22,4/12/11,12.57686374,102,0,NA
23,4/12/11,12.600852,102,0,NA
33,4/12/11,12.86741784,102,0,NA
34,4/12/11,12.89745362,102,0,NA
16,4/12/11,12.44013205,102,0,NA
35,4/12/11,12.9282616,102,0,NA
36,4/12/11,12.95989036,102,0,NA
29,4/12/11,12.7541338,102,0,NA
39,4/12/11,13.06024291,102,0,NA
38,4/12/11,13.02582273,102,0,NA
37,4/12/11,12.99239203,102,0,NA
30,4/12/11,12.78150532,102,0,NA
32,4/12/11,12.83810897,102,0,NA
18,4/13/11,12.50083452,103,0,NA
19,4/13/11,12.5244139,103,0,NA
43,4/13/11,13.25649556,103,0,NA
24,4/13/11,12.64765196,103,0,NA
21,4/13/11,12.5725742,103,0,NA
31,4/13/11,12.83976587,103,0,NA
60,4/13/11,14.29709611,103,0,NA
61,4/13/11,14.39334773,103,0,NA
62,4/13/11,14.49636964,103,0,NA
57,4/13/11,14.04233919,103,0,NA
56,4/13/11,13.96696696,103,0,NA
59,4/13/11,14.20690564,103,0,NA
55,4/13/11,13.89563984,103,0,NA
53,4/13/11,13.76372566,103,0,NA
64,4/13/11,14.72617302,103,0,NA
65,4/13/11,14.85507041,103,0,NA
68,4/13/11,15.31517448,103,0,NA
42,4/13/11,13.2157448,103,0,NA
48,4/13/11,13.48398371,103,0,NA
22,4/13/11,12.5971985,103,0,NA
23,4/13/11,12.62221625,103,0,NA
33,4/13/11,12.90016665,103,0,NA
34,4/13/11,12.93148088,103,0,NA
16,4/13/11,12.45457592,103,0,NA
35,4/13/11,12.96359971,103,0,NA
36,4/13/11,12.99657383,103,0,NA
29,4/13/11,12.78205464,103,0,NA
39,4/13/11,13.1011938,103,0,NA
