"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8"
"106",0.510117546203751,-1.63764212604572,0.218698707841091,0.177012807531086,-0.961171000221162,0.212733838279811,0.038271083904597,-0.0464648443316884
"107",0.399012390014867,-1.54073499093944,0.388657335144228,0.397800680527377,-0.994114805738207,0.212368853464527,0.00313978779334582,-0.0376905372546343
"108",0.311652820702708,-1.50143993448208,0.501960460369564,0.557992999065067,-1.01483671343921,0.20732383273405,0.00251822725155154,-0.0332788901975778
"109",0.573604252972283,-1.66417096962159,0.115002450621356,0.046288356070113,-0.992628942081924,0.211398871946661,0.0594704621030114,-0.0390919892148295
"110",-1.19157881715017,-0.103737543966334,-1.04757053442393,0.685508007954991,-0.468898461256363,-0.12304311568497,0.134993113857026,-0.0216567759098069
"111",-1.19157881715017,-0.103737543966334,-1.04757053442393,0.685508007954991,-0.468898461256363,-0.12304311568497,0.134993113857026,-0.0216567759098069
"112",-1.19157881715017,-0.103737543966334,-1.04757053442393,0.685508007954991,-0.468898461256363,-0.12304311568497,0.134993113857026,-0.0216567759098069
"113",-1.19157881715017,-0.103737543966334,-1.04757053442393,0.685508007954991,-0.468898461256363,-0.12304311568497,0.134993113857026,-0.0216567759098069
"114",-1.19157881715017,-0.103737543966334,-1.04757053442393,0.685508007954991,-0.468898461256363,-0.12304311568497,0.134993113857026,-0.0216567759098069
"115",-1.19157881715017,-0.103737543966334,-1.04757053442393,0.685508007954991,-0.468898461256363,-0.12304311568497,0.134993113857026,-0.0216567759098069
"116",-1.19157881715017,-0.103737543966334,-1.04757053442393,0.685508007954991,-0.468898461256363,-0.12304311568497,0.134993113857026,-0.0216567759098069
"117",-1.19157881715017,-0.103737543966334,-1.04757053442393,0.685508007954991,-0.468898461256363,-0.12304311568497,0.134993113857026,-0.0216567759098069
"118",-1.19157881715017,-0.103737543966334,-1.04757053442393,0.685508007954991,-0.468898461256363,-0.12304311568497,0.134993113857026,-0.0216567759098069
"119",-1.19157881715017,-0.103737543966334,-1.04757053442393,0.685508007954991,-0.468898461256363,-0.12304311568497,0.134993113857026,-0.0216567759098069
"120",0.550878777039662,-0.45796457929402,-0.633835445985561,0.296740881690243,-0.146332033634305,0.0774537039298951,-0.151174724585346,-0.0362327662354601
"121",0.550878777039662,-0.45796457929402,-0.633835445985561,0.296740881690243,-0.146332033634305,0.0774537039298951,-0.151174724585346,-0.0362327662354601
"122",0.550878777039662,-0.45796457929402,-0.633835445985561,0.296740881690243,-0.146332033634305,0.0774537039298951,-0.151174724585346,-0.0362327662354601
"123",0.550878777039662,-0.45796457929402,-0.633835445985561,0.296740881690243,-0.146332033634305,0.0774537039298951,-0.151174724585346,-0.0362327662354601
"124",0.550878777039662,-0.45796457929402,-0.633835445985561,0.296740881690243,-0.146332033634305,0.0774537039298951,-0.151174724585346,-0.0362327662354601
"125",0.550878777039662,-0.45796457929402,-0.633835445985561,0.296740881690243,-0.146332033634305,0.0774537039298951,-0.151174724585346,-0.0362327662354601
"126",0.550878777039662,-0.45796457929402,-0.633835445985561,0.296740881690243,-0.146332033634305,0.0774537039298951,-0.151174724585346,-0.0362327662354601
"127",0.550878777039662,-0.45796457929402,-0.633835445985561,0.296740881690243,-0.146332033634305,0.0774537039298951,-0.151174724585346,-0.0362327662354601
"128",0.550878777039662,-0.45796457929402,-0.633835445985561,0.296740881690243,-0.146332033634305,0.0774537039298951,-0.151174724585346,-0.0362327662354601
"129",0.550878777039662,-0.45796457929402,-0.633835445985561,0.296740881690243,-0.146332033634305,0.0774537039298951,-0.151174724585346,-0.0362327662354601
"130",0.550878777039662,-0.45796457929402,-0.633835445985561,0.296740881690243,-0.146332033634305,0.0774537039298951,-0.151174724585346,-0.0362327662354601
"131",0.550878777039662,-0.45796457929402,-0.633835445985561,0.296740881690243,-0.146332033634305,0.0774537039298951,-0.151174724585346,-0.0362327662354601
"132",0.550878777039662,-0.45796457929402,-0.633835445985561,0.296740881690243,-0.146332033634305,0.0774537039298951,-0.151174724585346,-0.0362327662354601
"133",0.550878777039662,-0.45796457929402,-0.633835445985561,0.296740881690243,-0.146332033634305,0.0774537039298951,-0.151174724585346,-0.0362327662354601
"134",0.550878777039662,-0.45796457929402,-0.633835445985561,0.296740881690243,-0.146332033634305,0.0774537039298951,-0.151174724585346,-0.0362327662354601
"135",0.550878777039662,-0.45796457929402,-0.633835445985561,0.296740881690243,-0.146332033634305,0.0774537039298951,-0.151174724585346,-0.0362327662354601
"136",0.550878777039662,-0.45796457929402,-0.633835445985561,0.296740881690243,-0.146332033634305,0.0774537039298951,-0.151174724585346,-0.0362327662354601
"137",0.550878777039662,-0.45796457929402,-0.633835445985561,0.296740881690243,-0.146332033634305,0.0774537039298951,-0.151174724585346,-0.0362327662354601
"138",0.550878777039662,-0.45796457929402,-0.633835445985561,0.296740881690243,-0.146332033634305,0.0774537039298951,-0.151174724585346,-0.0362327662354601
"139",0.550878777039662,-0.45796457929402,-0.633835445985561,0.296740881690243,-0.146332033634305,0.0774537039298951,-0.151174724585346,-0.0362327662354601
"140",0.550878777039662,-0.45796457929402,-0.633835445985561,0.296740881690243,-0.146332033634305,0.0774537039298951,-0.151174724585346,-0.0362327662354601
"141",0.550878777039662,-0.45796457929402,-0.633835445985561,0.296740881690243,-0.146332033634305,0.0774537039298951,-0.151174724585346,-0.0362327662354601
"142",0.550878777039662,-0.45796457929402,-0.633835445985561,0.296740881690243,-0.146332033634305,0.0774537039298951,-0.151174724585346,-0.0362327662354601
"143",0.550878777039662,-0.45796457929402,-0.633835445985561,0.296740881690243,-0.146332033634305,0.0774537039298951,-0.151174724585346,-0.0362327662354601
"144",0.550878777039662,-0.45796457929402,-0.633835445985561,0.296740881690243,-0.146332033634305,0.0774537039298951,-0.151174724585346,-0.0362327662354601
"145",0.550878777039662,-0.45796457929402,-0.633835445985561,0.296740881690243,-0.146332033634305,0.0774537039298951,-0.151174724585346,-0.0362327662354601
"146",0.550878777039662,-0.45796457929402,-0.633835445985561,0.296740881690243,-0.146332033634305,0.0774537039298951,-0.151174724585346,-0.0362327662354601
"147",0.550878777039662,-0.45796457929402,-0.633835445985561,0.296740881690243,-0.146332033634305,0.0774537039298951,-0.151174724585346,-0.0362327662354601
"148",0.550878777039662,-0.45796457929402,-0.633835445985561,0.296740881690243,-0.146332033634305,0.0774537039298951,-0.151174724585346,-0.0362327662354601
"149",0.550878777039662,-0.45796457929402,-0.633835445985561,0.296740881690243,-0.146332033634305,0.0774537039298951,-0.151174724585346,-0.0362327662354601
"150",0.550878777039662,-0.45796457929402,-0.633835445985561,0.296740881690243,-0.146332033634305,0.0774537039298951,-0.151174724585346,-0.0362327662354601
"151",0.550878777039662,-0.45796457929402,-0.633835445985561,0.296740881690243,-0.146332033634305,0.0774537039298951,-0.151174724585346,-0.0362327662354601
"152",0.550878777039662,-0.45796457929402,-0.633835445985561,0.296740881690243,-0.146332033634305,0.0774537039298951,-0.151174724585346,-0.0362327662354601
