,Population,Region,Region2,Region3,DenID,unpublished.vs.published,unpublished.vs.published2,Estimation_Method,Study,Date_median,Date_lowerrange,Date_upperrange,Lat,Long,Lat_lowerrange,Lat_upperrange,DOY,DOY_lowerrange,DOY_upperrange,Originaldataset
332,USA,NorthAmerica,NorthAmerica,NorthAmerica,Minnesota-3,unpublished,21,GPS,,4/12/16,,,48.3264524,-92.864119,,,163,,,yes
333,USA,NorthAmerica,NorthAmerica,NorthAmerica,Minnesota-4,unpublished,21,GPS,,4/9/17,,,48.4110465,-92.991284,,,161,,,yes
334,USA,NorthAmerica,NorthAmerica,NorthAmerica,Minnesota-5,unpublished,21,GPS,,4/3/18,,,48.3191994,-92.82908,,,154,,,yes
335,USA,NorthAmerica,NorthAmerica,NorthAmerica,Minnesota-6,unpublished,21,GPS,,4/6/18,,,48.4066462,-92.982772,,,157,,,yes
336,USA,NorthAmerica,NorthAmerica,NorthAmerica,Minnesota-7,unpublished,21,GPS,,4/8/18,,,48.4131055,-92.701046,,,159,,,yes
337,USA,NorthAmerica,NorthAmerica,NorthAmerica,Minnesota-8,unpublished,21,remote video camera,,4/11/19,,,48.4066462,-92.982772,,,162,,,yes
338,USA,NorthAmerica,NorthAmerica,NorthAmerica,Minnesota-9,unpublished,21,GPS,,4/29/19,,,48.374847,-93.652611,,,180,,,yes
339,Indian,Indian,Indian,Indian,Habib-1,unpublished,21,Pup sighting - Active den 2 pups sighted of around 25 days old,,12/15/15,,,19.0294,74.477,,,46,,,yes
340,Indian,Indian,Indian,Indian,Habib-2,unpublished,21,Pup sighting - Around 15 days old pup seen carrying by male,,12/21/16,,,19.2167,74.7191,,,52,,,yes
341,Indian,Indian,Indian,Indian,Habib-3,unpublished,21,Pup sighting - Around 2 month old pup seen on 07-02-2019,,12/7/19,,,18.2164,74.2274,,,38,,,yes
342,Indian,Indian,Indian,Indian,Habib-4,unpublished,21,Pup sighting - 4 Pups around 2 month old seen on 05-02-2020,,12/5/20,,,17.8275,76.0495,,,36,,,yes
343,Indian,Indian,Indian,Indian,Habib-5,unpublished,21,Pup sighting - 6 Pups around 4 month old seen on 16-06-2019,,2/16/19,,,18.2058,76.2431,,,106,,,yes
344,Indian,Indian,Indian,Indian,Habib-6,unpublished,21,Pup sighting - 1 pup around 45 days old seen on 05-02-2021,,12/20/20,,,17.8228,75.8686,,,51,,,yes
345,Indian,Indian,Indian,Indian,Habib-7,unpublished,21,Camera trap - Pups confirmed through camera trap,,1/15/21,,,17.8317,76.0109,,,75,,,yes
346,Indian,Indian,Indian,Indian,Habib-5,unpublished,21,Pup sighting - 4 pups observed in the den of around 2 month old,,12/22/16,,,18.204,74.2335,,,53,,,yes
347,Indian,Indian,Indian,Indian,Habib-5,unpublished,21,GPS captured wolf that was pregnant -  Captured on 22.01.2018 and she was probably about to deliver pups,,1/23/18,,,18.229,74.242,,,82,,,yes
348,Indian,Indian,Indian,Indian,Jhala-1,unpublished,21,?,,12/30/99,,,22.045096,72.046524,,,59,,,yes
349,Indian,Indian,Indian,Indian,Jhala-2,unpublished,21,?,,12/31/99,,,23.49909,69.948264,,,59,,,yes
350,Tibetan,Tibetan,Tibetan,Tibetan,Shivam-1,unpublished,21,?,,5/15/15,,,32.763177,78.996561,,,196,,,yes
351,Tibetan,Tibetan,Tibetan,Tibetan,Shivam-2,unpublished,21,?,,5/22/17,,,34.228376,77.749256,,,204,,,yes
352,Tibetan,Tibetan,Tibetan,Tibetan,Surya-1,unpublished,21,?,,4/8/17,,,34.099086,77.835103,,,160,,,yes
353,Indian,Indian,Indian,Indian,Indrajit-1,unpublished,21,Cameratrap,,11/29/15,11/25/15,12/3/15,15.6364089,76.1498479,,,29,25,33,yes
354,Indian,Indian,Indian,Indian,Indrajit-1,unpublished,21,Cameratrap,,12/4/16,,,15.6364089,76.1498479,,,35,,,yes
355,Indian,Indian,Indian,Indian,Indrajit-1,unpublished,21,Cameratrap,,11/26/19,,,15.6364089,76.1498479,,,26,,,yes
356,Indian,Indian,Indian,Indian,Indrajit-1,unpublished,21,Cameratrap,,12/4/20,,,15.6364089,76.1498479,,,35,,,yes
357,Indian,Indian,Indian,Indian,Indrajit-2,unpublished,21,Cameratrap,,11/26/17,,,15.5172532,76.43975,,,26,,,yes
358,Iran,Middle East,Middle East,Middle East,Alireza-1,unpublished,21,Cameratrap,,5/17/16,,,34.678053,48.855706,,,198,,,yes
359,Iran,Middle East,Middle East,Middle East,Alireza-2,unpublished,21,Cameratrap,,5/30/16,,,35.326401,48.285241,,,211,,,yes
362,Iran,Middle East,Middle East,Middle East,Alireza-5,unpublished,21,Cameratrap,,3/19/17,,,29.187506,50.803715,,,140,,,yes
364,Iran,Middle East,Middle East,Middle East,Alireza-7,unpublished,21,Cameratrap,,3/31/16,,,35.251073,59.496624,,,151,,,yes
365,Iran,Middle East,Middle East,Middle East,Alireza-8,unpublished,21,Cameratrap,,5/8/16,,,35.227134,59.448735,,,189,,,yes
366,Iran,Middle East,Middle East,Middle East,Alireza-9,unpublished,21,Cameratrap,,6/1/16,,,38.664927,44.763785,,,213,,,yes
367,Iran,Middle East,Middle East,Middle East,Alireza-10,unpublished,21,Cameratrap,,4/28/20,,,36.293595,48.476716,,,179,,,yes
368,Iran,Middle East,Middle East,Middle East,Alireza-11,unpublished,21,Cameratrap,,3/19/18,,,36.097772,49.127906,,,139,,,yes
369,Iran,Middle East,Middle East,Middle East,Alireza-12,unpublished,21,Cameratrap,,4/5/15,,,38.299245,48.113387,,,156,,,yes
370,Iran,Middle East,Middle East,Middle East,Alireza-13,unpublished,21,Cameratrap,,5/17/15,,,33.512214,49.442302,,,198,,,yes
371,Iran,Middle East,Middle East,Middle East,Alireza-14,unpublished,21,Cameratrap,,5/12/16,,,33.589575,47.963062,,,193,,,yes
372,Iran,Middle East,Middle East,Middle East,Alireza-15,unpublished,21,Cameratrap,,5/8/15,,,37.036058,46.291049,,,189,,,yes
373,Iran,Middle East,Middle East,Middle East,Alireza-16,unpublished,21,Cameratrap,,3/31/16,,,36.474152,52.101252,,,151,,,yes
374,Iran,Middle East,Middle East,Middle East,Alireza-17,unpublished,21,Cameratrap,,3/12/16,,,35.267439,57.927993,,,132,,,yes
375,Iran,Middle East,Middle East,Middle East,Alireza-18,unpublished,21,Cameratrap,,4/30/16,,,36.635752,48.489148,,,181,,,yes
378,Iran,Middle East,Middle East,Middle East,Alireza-21,unpublished,21,Cameratrap,,5/15/20,5/9/20,5/19/20,36.237397,59.557637,,,196,190,200,yes
379,Iran,Middle East,Middle East,Middle East,Alireza-22,unpublished,21,Cameratrap,,6/9/20,,,36.278128,59.488121,,,221,,,yes
380,Iran,Middle East,Middle East,Middle East,Alireza-23,unpublished,21,Cameratrap,,5/11/15,5/8/15,5/13/15,33.549263,48.151527,,,192,189,194,yes
381,Iran,Middle East,Middle East,Middle East,Alireza-24,unpublished,21,Cameratrap,,5/9/16,5/6/16,5/11/16,33.546567,47.962233,,,190,187,192,yes
382,Iran,Middle East,Middle East,Middle East,Alireza-25,unpublished,21,Cameratrap,,4/14/16,4/11/16,4/16/16,31.555701,49.815322,,,165,162,167,yes
383,Iran,Middle East,Middle East,Middle East,Alireza-26,unpublished,21,Cameratrap,,3/1/12,,,36.70919,55.658816,,,121,,,yes
387,Iran,Middle East,Middle East,Middle East,Alireza-29,unpublished,21,Cameratrap,,6/9/15,6/5/15,6/12/15,37.622918,45.194445,,,221,217,224,yes
391,Iran,Middle East,Middle East,Middle East,Alireza-33,unpublished,21,Cameratrap,,5/2/21,,,33.524931,51.711832,,,184,,,yes
392,Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mech-1,unpublished,21,"wild, habituated wolf pack, estimated pup age  ",Mech LD. 2022. Newly documented behavior of free-ranging Arctic wolf pups. Arctic 75(2): 272-276. ,25-May,,,80.01144004,-85.98352587,,,205,,,yes
393,Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mech-2,unpublished,21,"wild, habituated wolf pack, estimated pup age  ",Mech LD. 2022. Newly documented behavior of free-ranging Arctic wolf pups. Arctic 75(2): 272-276. ,18-May,,,80.01144004,-85.98352587,,,198,,,yes
394,Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mech-3,unpublished,21,"wild, habituated wolf pack, estimated pup age  ",Mech LD. 2022. Newly documented behavior of free-ranging Arctic wolf pups. Arctic 75(2): 272-276. ,8-Jun,,,80.01144004,-85.98352587,,,219,,,yes
395,Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mech-4,unpublished,21,"wild, habituated wolf pack, estimated pup age  ",Mech LD. 2022. Newly documented behavior of free-ranging Arctic wolf pups. Arctic 75(2): 272-276. ,1-Jun,,,80.01144004,-85.98352587,,,212,,,yes
396,Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mech-5,unpublished,21,"wild, habituated wolf pack, estimated pup age  ",Mech LD. 2022. Newly documented behavior of free-ranging Arctic wolf pups. Arctic 75(2): 272-276. ,4-Jun,,,80.01144004,-85.98352587,,,215,,,yes
397,Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mech-6,unpublished,21,"wild, habituated wolf pack, estimated pup age  ",Mech LD. 2022. Newly documented behavior of free-ranging Arctic wolf pups. Arctic 75(2): 272-276. ,2-Jun,,,80.01144004,-85.98352587,,,213,,,yes
398,Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mech-7,unpublished,21,"wild, habituated wolf pack, estimated pup age  ",Mech LD. 2022. Newly documented behavior of free-ranging Arctic wolf pups. Arctic 75(2): 272-276. ,6-Jun,,,80.01144004,-85.98352587,,,217,,,yes
399,Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mech-8,unpublished,21,"wild, habituated wolf pack, estimated pup age  ",Mech LD. 2022. Newly documented behavior of free-ranging Arctic wolf pups. Arctic 75(2): 272-276. ,15-Jun,,,80.01144004,-85.98352587,,,226,,,yes
400,Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mech-9,unpublished,21,"wild, habituated wolf pack, estimated pup age  ",Mech LD. 2022. Newly documented behavior of free-ranging Arctic wolf pups. Arctic 75(2): 272-276. ,24-May,,,80.01144004,-85.98352587,,,204,,,yes
401,Canada,NorthAmerica,NorthAmerica,NorthAmerica,Mech-10,unpublished,21,"wild, habituated wolf pack, estimated pup age  ",Mech LD. 2022. Newly documented behavior of free-ranging Arctic wolf pups. Arctic 75(2): 272-276. ,31-May,,,80.01144004,-85.98352587,,,211,,,yes
402,Belarus,Europe,Europe,Europe,Belarus-1,published,24,"monitored; Paazierre Forest, Naliboki Forest",,3-May,20-Apr,15-May,53.90778184,,,,183,171,195,no
403,Russia,Asia,Asia,Asia,Russia-1,published,24,"Daurskiy Gosudarstvennyy Prirodynyy Zapovednik Biosphere Reserve, 17 GPS -collared","Kirilyuk AV, Kirilyuk VE, Minaev AN. 2021. Daily activity patterns of wolves in open habitats in the Dauria EcoRegion, Russia. Nature Conservation Research 6(4): 95-109",,15-Apr,30-Apr,50.47414914,,,,173,166,181,no
404,Russia,Asia,Asia,Asia,,published,24,Nenetsk Nats Region,,,3/9/2025 estrus,14 April estrus,67.72793393,,65.9842306,69.6892905,212,195,230,no
405,Russia,Asia,Asia,Asia,,published,24,"Tarastan, Russia",,estrus mid Feb,,,55.47712238,,,,171,,,no
406,Russia,Asia,Asia,Asia,,published,24,Tarsky Region,,"estrus second half of Jan, first half of Feb",,,57.52965965,,,,160,149,171,no
407,Russia,Asia,Asia,Asia,,published,24,Irkutsky district,,estrus at end of Jan ,,,52.24777198,,,,149,,,no
408,Russia,Asia,Asia,Asia,,published,24,Voronezh Oblast,,second third of Jan,,,50.92845485,,49.71228852,51.98101053,154,142,167,no
409,Russia,Asia,Asia,Asia,,published,24,Northern Kazakhstan,,Feb-first half of March ,,,52.24977727,,50.19247352,54.87706438,182,171,194,no
410,Russia,Asia,Asia,Asia,,published,24,Karelia,,pups are born April-May or the beginning of June,,,63.68068846,,61.09046455,66.61738479,194,171,216,no
411,Russia,Asia,Asia,Asia,,published,24,Arkhangelsk district,,born end of April and first third of May,,,64.54084943,,,,184,176,192,no
412,Ukraine,Europe,Europe,Europe,,published,24,pups born middle of March beginning of April ,,,,,49.23719474,,44.74220661,52.24535154,149,136,163,no
413,Turkmenistan,Asia,Asia,Asia,,published,24,end of March-beginning of April ,,,,,37.73633631,,38.68159847,35.45151789,150,141,160,no
414,Caucasus mountains,Asia,Asia,Asia,,published,24,March to May,,,,,42.77543074,,,,162,141,183,no
415,Azerbaijan,Asia,Asia,Asia,,published,24,April-May,,April to May,,,40.5147264,,38.67294824,41.83560088,173,163,183,no
416,Armenia,Asia,Asia,Asia,,published,24,Armenia,,March ,,,40.24019993,,38.97938736,41.22402501,136,121,151,no
417,Yellowstone National Park,NorthAmerica,NorthAmerica,NorthAmerica,"Stahler DR, MacNulty DR, Wayne RK, vonHoldt B, Smith DW. 2013. The adaptive value of morphological, behavioural, and life-history traits in reproductive female wolves. Journal of Animal Ecology 82: 222-234. ",published,24,Yellowstone National Park,,mid-April,,,44.60191391,,,,166,,,no
418,USA,NorthAmerica,NorthAmerica,NorthAmerica,Minnesota-10,unpublished,21,4/7/22,,,,,48.4110465,,,,157,,,yes
419,USA,NorthAmerica,NorthAmerica,NorthAmerica,Minnesota-11,unpublished,21,4/7/22,,,,,48.4110465,,,,157,,,yes
420,USA,NorthAmerica,NorthAmerica,NorthAmerica,Minnesota-12,unpublished,21,4/5/23,,,,,48.4110465,,,,155,,,yes
421,USA,NorthAmerica,NorthAmerica,NorthAmerica,Minnesota-13,unpublished,21,4/20/23,,,,,48.4110465,,,,170,,,yes
422,USA,NorthAmerica,NorthAmerica,NorthAmerica,Minnesota-14,unpublished,21,4/15/23,,,,,48.4110465,,,,165,,,yes
423,USA,NorthAmerica,NorthAmerica,NorthAmerica,Minnesota-15,unpublished,21,4/9/23,,,,,48.4110465,,,,159,,,yes
424,USA,NorthAmerica,NorthAmerica,NorthAmerica,Minnesota-16,unpublished,21,3/29/24,,,,,48.4110465,,,,149,,,yes
425,USA,NorthAmerica,NorthAmerica,NorthAmerica,Minnesota-17,unpublished,21,4/22/24,,,,,48.4110465,,,,173,,,yes
426,USA,NorthAmerica,NorthAmerica,NorthAmerica,Minnesota-18,unpublished,21,4/12/24,,,,,48.4110465,,,,163,,,yes
427,USA,NorthAmerica,NorthAmerica,NorthAmerica,Minnesota-19,unpublished,21,4/12/24,,,,,48.4110465,,,,163,,,yes
428,USA,NorthAmerica,NorthAmerica,NorthAmerica,Minnesota-20,unpublished,21,4/19/24,,,,,48.4110465,,,,170,,,yes
429,USA,NorthAmerica,NorthAmerica,NorthAmerica,Minnesota-21,unpublished,21,4/8/24,,,,,48.4110465,,,,159,,,yes
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-1,8Mile_1328F,21,4/12/24,,,,,44.3805,,,,163,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-2,Mollies_005F,21,4/21/99,,,,,44.3805,,,,172,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-2,Mollies_005F,21,4/21/98,,,,,44.3805,,,,172,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-2,Mollies_005F,21,4/20/97,,,,,44.3805,,,,171,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-2,Mollies_005F,21,4/17/96,,,,,44.3805,,,,168,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-3,Leopold_007F,21,4/8/02,,,,,44.3805,,,,159,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-3,Leopold_007F,21,4/5/01,,,,,44.3805,,,,157,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-3,Leopold_007F,21,4/11/00,,,,,44.3805,,,,162,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-3,Leopold_007F,21,4/15/99,,,,,44.3805,,,,166,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-3,Leopold_007F,21,4/6/98,,,,,44.3805,,,,158,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-3,Leopold_007F,21,4/14/97,,,,,44.3805,,,,165,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-3,Leopold_007F,21,4/26/96,,,,,44.3805,,,,177,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-4,Rose_009F,21,4/10/99,,,,,44.3805,,,,161,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-4,Rose_009F,21,4/4/98,,,,,44.3805,,,,155,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-4,Rose_009F,21,4/5/97,,,,,44.3805,,,,156,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-4,Rose_009F,21,4/15/96,,,,,44.3805,,,,166,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-4,Rose_009F,21,4/24/95,,,,,44.3805,,,,176,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-5,Soda_014F,21,4/14/97,,,,,44.3805,,,,165,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-5,Soda_014F,21,4/18/96,,,,,44.3805,,,,169,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-5,Soda_014F,21,4/21/95,,,,,44.3805,,,,172,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-5,Chief_016F,21,4/20/97,,,,,44.3805,,,,171,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-6,Chief_017F,21,4/18/97,,,,,44.3805,,,,169,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-7,Rose_018F,21,4/15/02,,,,,44.3805,,,,166,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-7,Rose_018F,21,4/5/01,,,,,44.3805,,,,156,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-7,Rose_018F,21,4/6/00,,,,,44.3805,,,,158,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-7,Rose_018F,21,4/12/99,,,,,44.3805,,,,163,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-7,Rose_018F,21,4/4/98,,,,,44.3805,,,,155,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-7,Rose_018F,21,4/11/97,,,,,44.3805,,,,162,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-7,Rose_019F,21,4/12/97,,,,,44.3805,,,,163,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-8,NezPierce_027F,21,4/20/96,,,,,44.3805,,,,171,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-9,Cheif_033F,21,4/14/01,,,,,44.3805,,,,165,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-9,Cheif_033F,21,4/11/00,,,,,44.3805,,,,162,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-9,Cheif_033F,21,4/17/99,,,,,44.3805,,,,168,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-9,Cheif_033F,21,4/17/98,,,,,44.3805,,,,168,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-10,Druid_040F,21,4/13/00,,,,,44.3805,,,,164,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-10,Druid_040F,21,4/13/99,,,,,44.3805,,,,164,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-10,Druid_040F,21,4/8/98,,,,,44.3805,,,,159,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-11,Druid_041F,21,4/28/97,,,,,44.3805,,,,179,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-12,Druid_042F,21,4/1/02,,,,,44.3805,,,,152,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-12,Druid_042F,21,4/4/01,,,,,44.3805,,,,155,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-12,Druid_042F,21,4/19/97,,,,,44.3805,,,,170,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-13,NezPierce_048F,21,4/17/05,,,,,44.3805,,,,168,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-13,NezPierce_048F,21,4/18/04,,,,,44.3805,,,,169,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-13,NezPierce_048F,21,4/24/02,,,,,44.3805,,,,165,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-13,NezPierce_048F,21,4/19/00,,,,,44.3805,,,,170,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-13,NezPierce_048F,21,4/27/99,,,,,44.3805,,,,179,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-13,NezPierce_048F,21,4/25/98,,,,,44.3805,,,,176,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-14,Carnelian_1005F,21,4/22/20,,,,,44.3805,,,,173,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-15,Agate_103F,21,4/24/02,,,,,44.3805,,,,165,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-16,Druid_105F,21,4/10/01,,,,,44.3805,,,,161,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-17,Geode_106F,21,4/8/05,,,,,44.3805,,,,159,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-17,Geode_106F,21,4/2/04,,,,,44.3805,,,,153,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-17,Geode_106F,21,4/15/02,,,,,44.3805,,,,166,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-17,Geode_106F,21,4/18/01,,,,,44.3805,,,,169,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-17,Geode_106F,21,4/16/00,,,,,44.3805,,,,167,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-18,Junction_1109F,21,4/8/20,,,,,44.3805,,,,159,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-18,Junction_1109F,21,4/18/19,,,,,44.3805,,,,169,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-19,Willow_1239F,21,4/18/23,,,,,44.3805,,,,169,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-20,Delta_126F,21,4/21/01,,,,,44.3805,,,,172,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-21,Junction_1276F,21,4/26/23,,,,,44.3805,,,,177,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-1,8Mile_1328F,21,4/18/24,,,,,44.3805,,,,169,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-1,8Mile_1328F,21,4/18/23,,,,,44.3805,,,,169,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-1,8Mile_1328F,21,4/18/22,,,,,44.3805,,,,169,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-22,8Mile_1389F,21,4/20/24,,,,,44.3805,,,,171,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-22,8Mile_1389F,21,4/20/24,,,,,44.3805,,,,171,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-23,1410F,21,4/26/24,,,,,44.3805,,,,177,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-24,Mollies_1411F,21,4/23/25,,,,,44.3805,,,,175,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-25,Junction_1478F,21,5/3/25,,,,,44.3805,,,,186,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-26,Junction_1479F,21,5/4/25,,,,,44.3805,,,,187,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-27,Cougar_1480F,21,4/20/24,,,,,44.3805,,,,171,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-28,Rescue_1490F,21,4/20/25,,,,,44.3805,,,,171,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-28,Rescue_1490F,21,4/18/24,,,,,44.3805,,,,169,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-29,Cougar_151F,21,4/29/07,,,,,44.3805,,,,180,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-29,Cougar_151F,21,4/23/06,,,,,44.3805,,,,175,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-29,Cougar_151F,21,4/8/05,,,,,44.3805,,,,159,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-29,Cougar_151F,21,4/13/04,,,,,44.3805,,,,164,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-29,Cougar_151F,21,4/12/03,,,,,44.3805,,,,163,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-29,Cougar_151F,21,4/15/02,,,,,44.3805,,,,166,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-29,Cougar_151F,21,4/21/01,,,,,44.3805,,,,172,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-30,Swanlake_152F,21,4/13/04,,,,,44.3805,,,,164,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-30,Swanlake_152F,21,4/22/03,,,,,44.3805,,,,173,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-30,Swanlake_152F,21,4/15/02,,,,,44.3805,,,,166,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-30,Swanlake_152F,21,4/14/01,,,,,44.3805,,,,165,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-30,Swanlake_152F,21,4/27/00,,,,,44.3805,,,,179,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-31,Rose_155F,21,4/19/00,,,,,44.3805,,,,170,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-32,Mollies_174F,21,4/26/04,,,,,44.3805,,,,177,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-32,Mollies_174F,21,4/22/03,,,,,44.3805,,,,173,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-32,Mollies_174F,21,4/8/02,,,,,44.3805,,,,159,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-32,Mollies_174F,21,4/21/01,,,,,44.3805,,,,172,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-33,Leopold_209F,21,4/13/07,,,,,44.3805,,,,164,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-33,Leopold_209F,21,4/12/06,,,,,44.3805,,,,163,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-33,Leopold_209F,21,4/8/05,,,,,44.3805,,,,159,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-33,Leopold_209F,21,4/16/04,,,,,44.3805,,,,167,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-34,Slough_217FB,21,4/13/03,,,,,44.3805,,,,164,,,
,USA,NorthAmerica,NorthAmerica,Yellowstone,Yellowstone-35,Leopold_220F,21,4/22/03,,,,,44.3805,,,,173,,,
